shape,convex,x_raw,algorithm,parameter,dist_euclidean,dist_horizontal
D,concave,8,alpha_shape,0.2,5.590169944,13
D,concave,8,alpha_shape,0.3,5.590169944,13
D,concave,8,alpha_shape,0.6,5.590169944,13
D,concave,8,alpha_shape,1,5.590169944,13
D,concave,12,alpha_shape,0.01,0,-16.5
D,concave,12,alpha_shape,0.02,0,-16.5
D,concave,12,alpha_shape,0.03,0,-13.5
D,concave,12,alpha_shape,0.04,0,-0.5
D,concave,12,alpha_shape,0.045,4.686378678,4.5
D,concave,12,alpha_shape,0.047,4.686378678,4.5
D,concave,12,alpha_shape,0.049,7.025695328,6.5
D,concave,12,alpha_shape,0.05,7.025695328,6.5
D,concave,12,alpha_shape,0.051,7.056422851,6.5
D,concave,12,alpha_shape,0.053,7.056422851,8.5
D,concave,12,alpha_shape,0.055,7.056422851,8.5
D,concave,12,alpha_shape,0.06,7.056422851,12.5
D,concave,12,alpha_shape,0.1,7.056422851,17
D,concave,12,alpha_shape,0.2,7.115124735,17
D,concave,12,alpha_shape,0.3,7.115124735,17
D,concave,12,alpha_shape,0.6,7.155417528,17
D,concave,12,alpha_shape,1,7.155417528,17
D,concave,16,alpha_shape,0.01,0,-12.5
D,concave,16,alpha_shape,0.02,0,-12.5
D,concave,16,alpha_shape,0.03,0,-9.5
D,concave,16,alpha_shape,0.04,4.001922353,3.5
D,concave,16,alpha_shape,0.045,8.541985556,8.5
D,concave,16,alpha_shape,0.047,8.541985556,8.5
D,concave,16,alpha_shape,0.049,8.541985556,10.5
D,concave,16,alpha_shape,0.05,8.541985556,10.5
D,concave,16,alpha_shape,0.051,8.541985556,10.5
D,concave,16,alpha_shape,0.053,8.541985556,12.5
D,concave,16,alpha_shape,0.055,8.541985556,12.5
D,concave,16,alpha_shape,0.06,8.541985556,16.5
D,concave,16,alpha_shape,0.1,8.541985556,21
D,concave,16,alpha_shape,0.2,8.544003745,21
D,concave,16,alpha_shape,0.3,8.544003745,21
D,concave,16,alpha_shape,0.6,8.544003745,21
D,concave,16,alpha_shape,1,8.544003745,21
D,concave,20,alpha_shape,0.01,0,-8.5
D,concave,20,alpha_shape,0.02,0,-8.5
D,concave,20,alpha_shape,0.03,0,-5.5
D,concave,20,alpha_shape,0.04,7.96884247,7.5
D,concave,20,alpha_shape,0.045,10.0623059,12.5
D,concave,20,alpha_shape,0.047,10.0623059,12.5
D,concave,20,alpha_shape,0.049,10.0623059,14.5
D,concave,20,alpha_shape,0.05,10.0623059,14.5
D,concave,20,alpha_shape,0.051,10.0623059,14.5
D,concave,20,alpha_shape,0.053,10.0623059,16.5
D,concave,20,alpha_shape,0.055,10.0623059,16.5
D,concave,20,alpha_shape,0.06,10.0623059,20.5
D,concave,20,alpha_shape,0.1,10.0623059,25
D,concave,20,alpha_shape,0.2,10.0623059,25
D,concave,20,alpha_shape,0.3,10.0623059,25
D,concave,20,alpha_shape,0.6,10.0623059,25
D,concave,20,alpha_shape,1,10.0623059,25
D,concave,25,alpha_shape,0.01,0,-3.5
D,concave,25,alpha_shape,0.02,0,-3.5
D,concave,25,alpha_shape,0.03,0,-0.5
D,concave,25,alpha_shape,0.04,11.97734931,12.5
D,concave,25,alpha_shape,0.045,11.97734931,17.5
D,concave,25,alpha_shape,0.047,11.97734931,17.5
D,concave,25,alpha_shape,0.049,11.97734931,19.5
D,concave,25,alpha_shape,0.05,11.97734931,19.5
D,concave,25,alpha_shape,0.051,11.97734931,19.5
D,concave,25,alpha_shape,0.053,11.97734931,21.5
D,concave,25,alpha_shape,0.055,11.97734931,21.5
D,concave,25,alpha_shape,0.06,11.97734931,25.5
D,concave,25,alpha_shape,0.1,11.97734931,30
D,concave,25,alpha_shape,0.2,12.01665511,30
D,concave,25,alpha_shape,0.3,12.01665511,30
D,concave,25,alpha_shape,0.6,12.02081528,30
D,concave,25,alpha_shape,1,12.02081528,30
D,concave,32,alpha_shape,0.01,4.084219585,3.5
D,concave,32,alpha_shape,0.02,4.084219585,3.5
D,concave,32,alpha_shape,0.03,7.228626416,6.5
D,concave,32,alpha_shape,0.04,14.57708405,19.5
D,concave,32,alpha_shape,0.045,14.57708405,24.5
D,concave,32,alpha_shape,0.047,14.57708405,24.5
D,concave,32,alpha_shape,0.049,14.57708405,26.5
D,concave,32,alpha_shape,0.05,14.57708405,26.5
D,concave,32,alpha_shape,0.051,14.57708405,26.5
D,concave,32,alpha_shape,0.053,14.57708405,28.5
D,concave,32,alpha_shape,0.055,14.57708405,28.5
D,concave,32,alpha_shape,0.06,14.57708405,32.5
D,concave,32,alpha_shape,0.1,14.57708405,37
D,concave,32,alpha_shape,0.2,14.57737974,37
D,concave,32,alpha_shape,0.3,14.57737974,37
D,concave,32,alpha_shape,0.6,14.57737974,37
D,concave,32,alpha_shape,1,14.57737974,37
D,concave,45,alpha_shape,0.01,16.95569949,16.5
D,concave,45,alpha_shape,0.02,16.95569949,16.5
D,concave,45,alpha_shape,0.03,20.11558298,19.5
D,concave,45,alpha_shape,0.04,21.21320344,32.5
D,concave,45,alpha_shape,0.045,21.21320344,37.5
D,concave,45,alpha_shape,0.047,21.21320344,37.5
D,concave,45,alpha_shape,0.049,21.21320344,39.5
D,concave,45,alpha_shape,0.05,21.21320344,39.5
D,concave,45,alpha_shape,0.051,21.21320344,39.5
D,concave,45,alpha_shape,0.053,21.21320344,41.5
D,concave,45,alpha_shape,0.055,21.21320344,41.5
D,concave,45,alpha_shape,0.06,21.21320344,45.5
D,concave,45,alpha_shape,0.1,21.21320344,50
D,concave,45,alpha_shape,0.2,21.21320344,50
D,concave,45,alpha_shape,0.3,21.21320344,50
D,concave,45,alpha_shape,0.6,21.21320344,50
D,concave,45,alpha_shape,1,21.21320344,50
D,concave,64,alpha_shape,0.01,35.76786242,35.5
D,concave,64,alpha_shape,0.02,35.76786242,35.5
D,concave,64,alpha_shape,0.03,37.16180835,38.5
D,concave,64,alpha_shape,0.04,37.16180835,51.5
D,concave,64,alpha_shape,0.045,37.16180835,56.5
D,concave,64,alpha_shape,0.047,37.16180835,56.5
D,concave,64,alpha_shape,0.049,37.16180835,58.5
D,concave,64,alpha_shape,0.05,37.16180835,58.5
D,concave,64,alpha_shape,0.051,37.16180835,58.5
D,concave,64,alpha_shape,0.053,37.16180835,60.5
D,concave,64,alpha_shape,0.055,37.16180835,60.5
D,concave,64,alpha_shape,0.06,37.16180835,64.5
D,concave,64,alpha_shape,0.1,37.16180835,69
D,concave,64,alpha_shape,0.2,37.16180835,69
D,concave,64,alpha_shape,0.3,37.16180835,69
D,concave,64,alpha_shape,0.6,37.16180835,69
D,concave,64,alpha_shape,1,37.16180835,69
D,convex,0,alpha_shape,0.01,1.722847785,1.5
D,convex,0,alpha_shape,0.02,1.816799775,1.5
D,convex,0,alpha_shape,0.03,1.868523297,1.5
D,convex,0,alpha_shape,0.04,1.940322521,1.5
D,convex,0,alpha_shape,0.045,1.987767469,1.5
D,convex,0,alpha_shape,0.047,1.987767469,1.5
D,convex,0,alpha_shape,0.049,1.987767469,1.5
D,convex,0,alpha_shape,0.05,1.987767469,1.5
D,convex,0,alpha_shape,0.051,1.987767469,1.5
D,convex,0,alpha_shape,0.053,1.987767469,1.5
D,convex,0,alpha_shape,0.055,2,2
D,convex,0,alpha_shape,0.06,2,2
D,convex,0,alpha_shape,0.1,2,2
D,convex,0,alpha_shape,0.2,2,2
D,convex,0,alpha_shape,0.3,2,2
D,convex,0,alpha_shape,0.6,2,2
D,convex,0,alpha_shape,1,2,2
D,convex,4,alpha_shape,0.01,5.71785714,5.5
D,convex,4,alpha_shape,0.02,5.806634574,5.5
D,convex,4,alpha_shape,0.03,5.85470633,5.5
D,convex,4,alpha_shape,0.04,5.920471282,5.5
D,convex,4,alpha_shape,0.045,5.963302408,5.5
D,convex,4,alpha_shape,0.047,5.963302408,5.5
D,convex,4,alpha_shape,0.049,5.963302408,5.5
D,convex,4,alpha_shape,0.05,5.963302408,5.5
D,convex,4,alpha_shape,0.051,5.963302408,5.5
D,convex,4,alpha_shape,0.053,5.963302408,5.5
D,convex,4,alpha_shape,0.055,6,6
D,convex,4,alpha_shape,0.06,6,6
D,convex,4,alpha_shape,0.1,6,6
D,convex,4,alpha_shape,0.2,6,6
D,convex,4,alpha_shape,0.3,6,6
D,convex,4,alpha_shape,0.6,6,6
D,convex,4,alpha_shape,1,6,6
D,convex,8,alpha_shape,0.01,9.712866496,9.5
D,convex,8,alpha_shape,0.02,9.796469373,9.5
D,convex,8,alpha_shape,0.03,9.840889363,9.5
D,convex,8,alpha_shape,0.04,9.900620043,9.5
D,convex,8,alpha_shape,0.045,9.938837347,9.5
D,convex,8,alpha_shape,0.047,9.938837347,9.5
D,convex,8,alpha_shape,0.049,9.938837347,9.5
D,convex,8,alpha_shape,0.05,9.938837347,9.5
D,convex,8,alpha_shape,0.051,9.938837347,9.5
D,convex,8,alpha_shape,0.053,9.938837347,9.5
D,convex,8,alpha_shape,0.055,9.984796134,10
D,convex,8,alpha_shape,0.06,9.984796134,10
D,convex,8,alpha_shape,0.1,10,10
D,convex,8,alpha_shape,0.2,10,10
D,convex,8,alpha_shape,0.3,10,10
D,convex,8,alpha_shape,0.6,10,10
D,convex,8,alpha_shape,1,10,10
D,convex,12,alpha_shape,0.01,13.70787585,13.5
D,convex,12,alpha_shape,0.02,13.78630417,13.5
D,convex,12,alpha_shape,0.03,13.8270724,13.5
D,convex,12,alpha_shape,0.04,13.8807688,13.5
D,convex,12,alpha_shape,0.045,13.91437229,13.5
D,convex,12,alpha_shape,0.047,13.91437229,13.5
D,convex,12,alpha_shape,0.049,13.91437229,13.5
D,convex,12,alpha_shape,0.05,13.91437229,13.5
D,convex,12,alpha_shape,0.051,13.91437229,13.5
D,convex,12,alpha_shape,0.053,13.91437229,13.5
D,convex,12,alpha_shape,0.055,13.95390764,14
D,convex,12,alpha_shape,0.06,13.95390764,14
D,convex,12,alpha_shape,0.1,14,14
D,convex,12,alpha_shape,0.2,14,14
D,convex,12,alpha_shape,0.3,14,14
D,convex,12,alpha_shape,0.6,14,14
D,convex,12,alpha_shape,1,14,14
D,convex,16,alpha_shape,0.01,17.70288521,17.5
D,convex,16,alpha_shape,0.02,17.77613897,17.5
D,convex,16,alpha_shape,0.03,17.81325543,17.5
D,convex,16,alpha_shape,0.04,17.86091756,17.5
D,convex,16,alpha_shape,0.045,17.88990722,17.5
D,convex,16,alpha_shape,0.047,17.88990722,17.5
D,convex,16,alpha_shape,0.049,17.88990722,17.5
D,convex,16,alpha_shape,0.05,17.88990722,17.5
D,convex,16,alpha_shape,0.051,17.88990722,17.5
D,convex,16,alpha_shape,0.053,17.88990722,17.5
D,convex,16,alpha_shape,0.055,17.92301915,18
D,convex,16,alpha_shape,0.06,17.92301915,18
D,convex,16,alpha_shape,0.1,18,18
D,convex,16,alpha_shape,0.2,18,18
D,convex,16,alpha_shape,0.3,18,18
D,convex,16,alpha_shape,0.6,18,18
D,convex,16,alpha_shape,1,18,18
D,convex,20,alpha_shape,0.01,21.69789456,21.5
D,convex,20,alpha_shape,0.02,21.76597377,21.5
D,convex,20,alpha_shape,0.03,21.79943846,21.5
D,convex,20,alpha_shape,0.04,21.84106633,21.5
D,convex,20,alpha_shape,0.045,21.86544216,21.5
D,convex,20,alpha_shape,0.047,21.86544216,21.5
D,convex,20,alpha_shape,0.049,21.86544216,21.5
D,convex,20,alpha_shape,0.05,21.86544216,21.5
D,convex,20,alpha_shape,0.051,21.86544216,21.5
D,convex,20,alpha_shape,0.053,21.86544216,21.5
D,convex,20,alpha_shape,0.055,21.89213065,22
D,convex,20,alpha_shape,0.06,21.89213065,22
D,convex,20,alpha_shape,0.1,21.94726481,22
D,convex,20,alpha_shape,0.2,21.96588264,22
D,convex,20,alpha_shape,0.3,21.96588264,22
D,convex,20,alpha_shape,0.6,21.96588264,22
D,convex,20,alpha_shape,1,21.96588264,22
D,convex,25,alpha_shape,0.01,26.69165626,26.5
D,convex,25,alpha_shape,0.02,26.75326727,26.5
D,convex,25,alpha_shape,0.03,26.78216725,26.5
D,convex,25,alpha_shape,0.04,26.81625228,26.5
D,convex,25,alpha_shape,0.045,26.83486084,26.5
D,convex,25,alpha_shape,0.047,26.83486084,26.5
D,convex,25,alpha_shape,0.049,26.83486084,26.5
D,convex,25,alpha_shape,0.05,26.83486084,26.5
D,convex,25,alpha_shape,0.051,26.83486084,26.5
D,convex,25,alpha_shape,0.053,26.83486084,26.5
D,convex,25,alpha_shape,0.055,26.85352004,27
D,convex,25,alpha_shape,0.06,26.85352004,27
D,convex,25,alpha_shape,0.1,26.87923442,27
D,convex,25,alpha_shape,0.2,26.87936011,27
D,convex,25,alpha_shape,0.3,26.87936011,27
D,convex,25,alpha_shape,0.6,26.87936011,27
D,convex,25,alpha_shape,1,26.87936011,27
D,convex,32,alpha_shape,0.01,33.68292263,33.5
D,convex,32,alpha_shape,0.02,33.73547817,33.5
D,convex,32,alpha_shape,0.03,33.75798756,33.5
D,convex,32,alpha_shape,0.04,33.78151261,33.5
D,convex,32,alpha_shape,0.045,33.79204698,33.5
D,convex,32,alpha_shape,0.047,33.79204698,33.5
D,convex,32,alpha_shape,0.049,33.79204698,33.5
D,convex,32,alpha_shape,0.05,33.79204698,33.5
D,convex,32,alpha_shape,0.051,33.79204698,33.5
D,convex,32,alpha_shape,0.053,33.79204698,33.5
D,convex,32,alpha_shape,0.055,33.79946518,34
D,convex,32,alpha_shape,0.06,33.79946518,34
D,convex,32,alpha_shape,0.1,33.80088756,34
D,convex,32,alpha_shape,0.2,33.80088756,34
D,convex,32,alpha_shape,0.3,33.80088756,34
D,convex,32,alpha_shape,0.6,33.80088756,34
D,convex,32,alpha_shape,1,33.80088756,34
D,convex,45,alpha_shape,0.01,46.66670303,46.5
D,convex,45,alpha_shape,0.02,46.70244127,46.5
D,convex,45,alpha_shape,0.03,46.71308242,46.5
D,convex,45,alpha_shape,0.04,46.71723451,46.5
D,convex,45,alpha_shape,0.045,46.71723451,46.5
D,convex,45,alpha_shape,0.047,46.71723451,46.5
D,convex,45,alpha_shape,0.049,46.71723451,46.5
D,convex,45,alpha_shape,0.05,46.71723451,46.5
D,convex,45,alpha_shape,0.051,46.71723451,46.5
D,convex,45,alpha_shape,0.053,46.71723451,46.5
D,convex,45,alpha_shape,0.055,46.71723451,47
D,convex,45,alpha_shape,0.06,46.71723451,47
D,convex,45,alpha_shape,0.1,46.71723451,47
D,convex,45,alpha_shape,0.2,46.71723451,47
D,convex,45,alpha_shape,0.3,46.71723451,47
D,convex,45,alpha_shape,0.6,46.71723451,47
D,convex,45,alpha_shape,1,46.71723451,47
D,convex,64,alpha_shape,0.01,65.64299747,65.5
D,convex,64,alpha_shape,0.02,65.65439818,65.5
D,convex,64,alpha_shape,0.03,65.65439818,65.5
D,convex,64,alpha_shape,0.04,65.65439818,65.5
D,convex,64,alpha_shape,0.045,65.65439818,65.5
D,convex,64,alpha_shape,0.047,65.65439818,65.5
D,convex,64,alpha_shape,0.049,65.65439818,65.5
D,convex,64,alpha_shape,0.05,65.65439818,65.5
D,convex,64,alpha_shape,0.051,65.65439818,65.5
D,convex,64,alpha_shape,0.053,65.65439818,65.5
D,convex,64,alpha_shape,0.055,65.65439818,66
D,convex,64,alpha_shape,0.06,65.65439818,66
D,convex,64,alpha_shape,0.1,65.65439818,66
D,convex,64,alpha_shape,0.2,65.65439818,66
D,convex,64,alpha_shape,0.3,65.65439818,66
D,convex,64,alpha_shape,0.6,65.65439818,66
D,convex,64,alpha_shape,1,65.65439818,66
E,concave,0,alpha_shape,0.01,0,-13.5
E,concave,0,alpha_shape,0.02,0,-13.5
E,concave,0,alpha_shape,0.03,0,-13.5
E,concave,0,alpha_shape,0.04,0,-9.5
E,concave,0,alpha_shape,0.045,0,-9.5
E,concave,0,alpha_shape,0.047,0,-6.5
E,concave,0,alpha_shape,0.049,0,-6.5
E,concave,0,alpha_shape,0.05,0,-5.5
E,concave,0,alpha_shape,0.051,0,-5.5
E,concave,0,alpha_shape,0.053,0,-2.5
E,concave,0,alpha_shape,0.055,0,-2.5
E,concave,0,alpha_shape,0.06,0,-2
E,concave,0,alpha_shape,0.1,2.474873734,3.5
E,concave,0,alpha_shape,0.2,2.474873734,3.5
E,concave,0,alpha_shape,0.3,2.474873734,3.5
E,concave,0,alpha_shape,0.6,2.474873734,3.5
E,concave,0,alpha_shape,1,2.474873734,3.5
E,concave,4,alpha_shape,0.01,0,-9.5
E,concave,4,alpha_shape,0.02,0,-9.5
E,concave,4,alpha_shape,0.03,0,-9.5
E,concave,4,alpha_shape,0.04,0,-5.5
E,concave,4,alpha_shape,0.045,0,-5.5
E,concave,4,alpha_shape,0.047,0,-2.5
E,concave,4,alpha_shape,0.049,0,-2.5
E,concave,4,alpha_shape,0.05,0,-1.5
E,concave,4,alpha_shape,0.051,0,-1.5
E,concave,4,alpha_shape,0.053,1.975271057,1.5
E,concave,4,alpha_shape,0.055,2.171495928,1.5
E,concave,4,alpha_shape,0.06,2.507834749,2
E,concave,4,alpha_shape,0.1,5,7.5
E,concave,4,alpha_shape,0.2,5,7.5
E,concave,4,alpha_shape,0.3,5,7.5
E,concave,4,alpha_shape,0.6,5,7.5
E,concave,4,alpha_shape,1,5,7.5
E,concave,8,alpha_shape,0.01,0,-5.5
E,concave,8,alpha_shape,0.02,0,-5.5
E,concave,8,alpha_shape,0.03,0,-5.5
E,concave,8,alpha_shape,0.04,0,-1.5
E,concave,8,alpha_shape,0.045,0,-1.5
E,concave,8,alpha_shape,0.047,2.163015219,1.5
E,concave,8,alpha_shape,0.049,2.163015219,1.5
E,concave,8,alpha_shape,0.05,2.658138382,2.5
E,concave,8,alpha_shape,0.051,2.658138382,2.5
E,concave,8,alpha_shape,0.053,5.863106153,5.5
E,concave,8,alpha_shape,0.055,6.096273754,5.5
E,concave,8,alpha_shape,0.06,6.479975693,6
E,concave,8,alpha_shape,0.1,7.7,11.5
E,concave,8,alpha_shape,0.2,7.765802747,11.5
E,concave,8,alpha_shape,0.3,7.765802747,11.5
E,concave,8,alpha_shape,0.6,7.778174593,11.5
E,concave,8,alpha_shape,1,7.778174593,11.5
E,concave,12,alpha_shape,0.01,0,-1.5
E,concave,12,alpha_shape,0.02,0,-1.5
E,concave,12,alpha_shape,0.03,0,-1.5
E,concave,12,alpha_shape,0.04,2.94518587,2.5
E,concave,12,alpha_shape,0.045,3.20056774,2.5
E,concave,12,alpha_shape,0.047,6.095770164,5.5
E,concave,12,alpha_shape,0.049,6.095770164,5.5
E,concave,12,alpha_shape,0.05,6.630740799,6.5
E,concave,12,alpha_shape,0.051,6.630740799,6.5
E,concave,12,alpha_shape,0.053,9.750941249,9.5
E,concave,12,alpha_shape,0.055,10.02105158,9.5
E,concave,12,alpha_shape,0.06,10.25304833,10
E,concave,12,alpha_shape,0.1,10.25304833,15.5
E,concave,12,alpha_shape,0.2,10.25304833,15.5
E,concave,12,alpha_shape,0.3,10.25304833,15.5
E,concave,12,alpha_shape,0.6,10.25304833,15.5
E,concave,12,alpha_shape,1,10.25304833,15.5
E,concave,16,alpha_shape,0.01,2.701755825,2.5
E,concave,16,alpha_shape,0.02,2.701755825,2.5
E,concave,16,alpha_shape,0.03,2.701755825,2.5
E,concave,16,alpha_shape,0.04,6.92377029,6.5
E,concave,16,alpha_shape,0.045,7.188160335,6.5
E,concave,16,alpha_shape,0.047,10.02852511,9.5
E,concave,16,alpha_shape,0.049,10.02852511,9.5
E,concave,16,alpha_shape,0.05,10.60334322,10.5
E,concave,16,alpha_shape,0.051,10.60334322,10.5
E,concave,16,alpha_shape,0.053,12.80368799,13.5
E,concave,16,alpha_shape,0.055,12.80368799,13.5
E,concave,16,alpha_shape,0.06,12.80624847,14
E,concave,16,alpha_shape,0.1,12.80624847,19.5
E,concave,16,alpha_shape,0.2,12.80624847,19.5
E,concave,16,alpha_shape,0.3,12.80624847,19.5
E,concave,16,alpha_shape,0.6,12.80624847,19.5
E,concave,16,alpha_shape,1,12.80624847,19.5
E,concave,20,alpha_shape,0.01,6.697629986,6.5
E,concave,20,alpha_shape,0.02,6.697629986,6.5
E,concave,20,alpha_shape,0.03,6.697629986,6.5
E,concave,20,alpha_shape,0.04,10.90235471,10.5
E,concave,20,alpha_shape,0.045,11.17575293,10.5
E,concave,20,alpha_shape,0.047,13.96128005,13.5
E,concave,20,alpha_shape,0.049,13.96128005,13.5
E,concave,20,alpha_shape,0.05,14.57594563,14.5
E,concave,20,alpha_shape,0.051,14.57594563,14.5
E,concave,20,alpha_shape,0.053,15.42844403,17.5
E,concave,20,alpha_shape,0.055,15.42844403,17.5
E,concave,20,alpha_shape,0.06,15.46120243,18
E,concave,20,alpha_shape,0.1,15.5,23.5
E,concave,20,alpha_shape,0.2,15.53160549,23.5
E,concave,20,alpha_shape,0.3,15.53160549,23.5
E,concave,20,alpha_shape,0.6,15.53222457,23.5
E,concave,20,alpha_shape,1,15.53222457,23.5
E,concave,25,alpha_shape,0.01,11.69247269,11.5
E,concave,25,alpha_shape,0.02,11.69247269,11.5
E,concave,25,alpha_shape,0.03,11.69247269,11.5
E,concave,25,alpha_shape,0.04,15.87558524,15.5
E,concave,25,alpha_shape,0.045,16.16024367,15.5
E,concave,25,alpha_shape,0.047,18.7383297,18.5
E,concave,25,alpha_shape,0.049,18.7383297,18.5
E,concave,25,alpha_shape,0.05,18.7383297,19.5
E,concave,25,alpha_shape,0.051,18.7383297,19.5
E,concave,25,alpha_shape,0.053,18.7383297,22.5
E,concave,25,alpha_shape,0.055,18.7383297,22.5
E,concave,25,alpha_shape,0.06,18.7383297,23
E,concave,25,alpha_shape,0.1,18.7383297,28.5
E,concave,25,alpha_shape,0.2,18.7383297,28.5
E,concave,25,alpha_shape,0.3,18.7383297,28.5
E,concave,25,alpha_shape,0.6,18.7383297,28.5
E,concave,25,alpha_shape,1,18.7383297,28.5
E,concave,32,alpha_shape,0.01,18.68525247,18.5
E,concave,32,alpha_shape,0.02,18.68525247,18.5
E,concave,32,alpha_shape,0.03,18.68525247,18.5
E,concave,32,alpha_shape,0.04,22.83810797,22.5
E,concave,32,alpha_shape,0.045,23.13853071,22.5
E,concave,32,alpha_shape,0.047,23.75394704,25.5
E,concave,32,alpha_shape,0.049,23.75394704,25.5
E,concave,32,alpha_shape,0.05,23.75394704,26.5
E,concave,32,alpha_shape,0.051,23.75394704,26.5
E,concave,32,alpha_shape,0.053,23.75394704,29.5
E,concave,32,alpha_shape,0.055,23.75394704,29.5
E,concave,32,alpha_shape,0.06,23.75394704,30
E,concave,32,alpha_shape,0.1,23.75394704,35.5
E,concave,32,alpha_shape,0.2,23.75394704,35.5
E,concave,32,alpha_shape,0.3,23.75394704,35.5
E,concave,32,alpha_shape,0.6,23.75394704,35.5
E,concave,32,alpha_shape,1,23.75394704,35.5
E,concave,45,alpha_shape,0.01,31.67184349,31.5
E,concave,45,alpha_shape,0.02,31.67184349,31.5
E,concave,45,alpha_shape,0.03,31.67184349,31.5
E,concave,45,alpha_shape,0.04,34.65905365,35.5
E,concave,45,alpha_shape,0.045,34.65905365,35.5
E,concave,45,alpha_shape,0.047,34.65905365,38.5
E,concave,45,alpha_shape,0.049,34.65905365,38.5
E,concave,45,alpha_shape,0.05,34.65905365,39.5
E,concave,45,alpha_shape,0.051,34.65905365,39.5
E,concave,45,alpha_shape,0.053,34.65905365,42.5
E,concave,45,alpha_shape,0.055,34.65905365,42.5
E,concave,45,alpha_shape,0.06,34.65905365,43
E,concave,45,alpha_shape,0.1,34.65905365,48.5
E,concave,45,alpha_shape,0.2,34.65905365,48.5
E,concave,45,alpha_shape,0.3,34.65905365,48.5
E,concave,45,alpha_shape,0.6,34.65905365,48.5
E,concave,45,alpha_shape,1,34.65905365,48.5
E,concave,64,alpha_shape,0.01,50.65224575,50.5
E,concave,64,alpha_shape,0.02,50.65224575,50.5
E,concave,64,alpha_shape,0.03,50.65224575,50.5
E,concave,64,alpha_shape,0.04,52.34739726,54.5
E,concave,64,alpha_shape,0.045,52.34739726,54.5
E,concave,64,alpha_shape,0.047,52.34739726,57.5
E,concave,64,alpha_shape,0.049,52.34739726,57.5
E,concave,64,alpha_shape,0.05,52.34739726,58.5
E,concave,64,alpha_shape,0.051,52.34739726,58.5
E,concave,64,alpha_shape,0.053,52.34739726,61.5
E,concave,64,alpha_shape,0.055,52.34739726,61.5
E,concave,64,alpha_shape,0.06,52.34739726,62
E,concave,64,alpha_shape,0.1,52.34739726,67.5
E,concave,64,alpha_shape,0.2,52.34739726,67.5
E,concave,64,alpha_shape,0.3,52.34739726,67.5
E,concave,64,alpha_shape,0.6,52.34739726,67.5
E,concave,64,alpha_shape,1,52.34739726,67.5
E,convex,0,alpha_shape,0.01,1.5674351,1.5
E,convex,0,alpha_shape,0.02,1.5674351,1.5
E,convex,0,alpha_shape,0.03,1.577864117,1.5
E,convex,0,alpha_shape,0.04,1.592059504,1.5
E,convex,0,alpha_shape,0.045,1.601257128,1.5
E,convex,0,alpha_shape,0.047,1.601257128,1.5
E,convex,0,alpha_shape,0.049,1.601257128,1.5
E,convex,0,alpha_shape,0.05,1.601257128,1.5
E,convex,0,alpha_shape,0.051,1.601257128,1.5
E,convex,0,alpha_shape,0.053,1.601257128,1.5
E,convex,0,alpha_shape,0.055,1.61245155,1.5
E,convex,0,alpha_shape,0.06,1.61245155,1.5
E,convex,0,alpha_shape,0.1,1.643989873,1.5
E,convex,0,alpha_shape,0.2,1.697749375,1.5
E,convex,0,alpha_shape,0.3,1.697749375,1.5
E,convex,0,alpha_shape,0.6,1.788854382,1.5
E,convex,0,alpha_shape,1,1.788854382,1.5
E,convex,4,alpha_shape,0.01,5.557269899,5
E,convex,4,alpha_shape,0.02,5.557269899,5
E,convex,4,alpha_shape,0.03,5.56404715,5.5
E,convex,4,alpha_shape,0.04,5.572208265,5.5
E,convex,4,alpha_shape,0.045,5.576792067,5.5
E,convex,4,alpha_shape,0.047,5.576792067,5.5
E,convex,4,alpha_shape,0.049,5.576792067,5.5
E,convex,4,alpha_shape,0.05,5.576792067,5.5
E,convex,4,alpha_shape,0.051,5.576792067,5.5
E,convex,4,alpha_shape,0.053,5.576792067,5.5
E,convex,4,alpha_shape,0.055,5.581563057,5.5
E,convex,4,alpha_shape,0.06,5.581563057,5.5
E,convex,4,alpha_shape,0.1,5.589565568,5.5
E,convex,4,alpha_shape,0.2,5.590169944,5.5
E,convex,4,alpha_shape,0.3,5.590169944,5.5
E,convex,4,alpha_shape,0.6,5.590169944,5.5
E,convex,4,alpha_shape,1,5.590169944,5.5
E,convex,8,alpha_shape,0.01,9.547104698,9.5
E,convex,8,alpha_shape,0.02,9.547104698,9.5
E,convex,8,alpha_shape,0.03,9.550230183,9.5
E,convex,8,alpha_shape,0.04,9.552357026,9.5
E,convex,8,alpha_shape,0.045,9.552486587,9.5
E,convex,8,alpha_shape,0.047,9.552486587,9.5
E,convex,8,alpha_shape,0.049,9.552486587,9.5
E,convex,8,alpha_shape,0.05,9.552486587,9.5
E,convex,8,alpha_shape,0.051,9.552486587,9.5
E,convex,8,alpha_shape,0.053,9.552486587,9.5
E,convex,8,alpha_shape,0.055,9.552486587,9
E,convex,8,alpha_shape,0.06,9.552486587,9
E,convex,8,alpha_shape,0.1,9.552486587,9
E,convex,8,alpha_shape,0.2,9.552486587,9.5
E,convex,8,alpha_shape,0.3,9.552486587,9.5
E,convex,8,alpha_shape,0.6,9.552486587,9
E,convex,8,alpha_shape,1,9.552486587,9
E,convex,12,alpha_shape,0.01,13.5369395,13
E,convex,12,alpha_shape,0.02,13.5369395,13
E,convex,12,alpha_shape,0.03,13.53698637,13
E,convex,12,alpha_shape,0.04,13.53698637,13
E,convex,12,alpha_shape,0.045,13.53698637,13
