shape,convex,x_raw,algorithm,parameter,dist_euclidean,dist_horizontal
B,concave,64,alpha_shape,0.6,55.42788107,64.5
B,concave,64,alpha_shape,1,55.42788107,64.5
B,convex,0,alpha_shape,0.01,1.248440424,0.5
B,convex,0,alpha_shape,0.02,1.35369395,0.5
B,convex,0,alpha_shape,0.03,1.411773158,0.5
B,convex,0,alpha_shape,0.04,1.492555785,1
B,convex,0,alpha_shape,0.045,1.5,1
B,convex,0,alpha_shape,0.047,1.5,1
B,convex,0,alpha_shape,0.049,1.5,1
B,convex,0,alpha_shape,0.05,1.5,1
B,convex,0,alpha_shape,0.051,1.5,1
B,convex,0,alpha_shape,0.053,1.5,1
B,convex,0,alpha_shape,0.055,1.5,1.5
B,convex,0,alpha_shape,0.06,1.5,1.5
B,convex,0,alpha_shape,0.1,1.5,1.5
B,convex,0,alpha_shape,0.2,1.5,1.5
B,convex,0,alpha_shape,0.3,1.5,1.5
B,convex,0,alpha_shape,0.6,1.5,1.5
B,convex,0,alpha_shape,1,1.5,1.5
B,convex,4,alpha_shape,0.01,5.243449779,4.5
B,convex,4,alpha_shape,0.02,5.343528749,4.5
B,convex,4,alpha_shape,0.03,5.39795619,4.5
B,convex,4,alpha_shape,0.04,5.472704546,5
B,convex,4,alpha_shape,0.045,5.5,5
B,convex,4,alpha_shape,0.047,5.5,5
B,convex,4,alpha_shape,0.049,5.5,5
B,convex,4,alpha_shape,0.05,5.5,5
B,convex,4,alpha_shape,0.051,5.5,5
B,convex,4,alpha_shape,0.053,5.5,5
B,convex,4,alpha_shape,0.055,5.5,5.5
B,convex,4,alpha_shape,0.06,5.5,5.5
B,convex,4,alpha_shape,0.1,5.5,5.5
B,convex,4,alpha_shape,0.2,5.5,5.5
B,convex,4,alpha_shape,0.3,5.5,5.5
B,convex,4,alpha_shape,0.6,5.5,5.5
B,convex,4,alpha_shape,1,5.5,5.5
B,convex,8,alpha_shape,0.01,9.238459135,8.5
B,convex,8,alpha_shape,0.02,9.333363548,8.5
B,convex,8,alpha_shape,0.03,9.384139223,8.5
B,convex,8,alpha_shape,0.04,9.452853307,8.5
B,convex,8,alpha_shape,0.045,9.497111242,9
B,convex,8,alpha_shape,0.047,9.497111242,9
B,convex,8,alpha_shape,0.049,9.497111242,9
B,convex,8,alpha_shape,0.05,9.497111242,9
B,convex,8,alpha_shape,0.051,9.497111242,9
B,convex,8,alpha_shape,0.053,9.497111242,9
B,convex,8,alpha_shape,0.055,9.5,9.5
B,convex,8,alpha_shape,0.06,9.5,9.5
B,convex,8,alpha_shape,0.1,9.5,9.5
B,convex,8,alpha_shape,0.2,9.5,9.5
B,convex,8,alpha_shape,0.3,9.5,9.5
B,convex,8,alpha_shape,0.6,9.5,9.5
B,convex,8,alpha_shape,1,9.5,9.5
B,convex,12,alpha_shape,0.01,13.23346849,12.5
B,convex,12,alpha_shape,0.02,13.32319835,12.5
B,convex,12,alpha_shape,0.03,13.37032226,12.5
B,convex,12,alpha_shape,0.04,13.43300207,13
B,convex,12,alpha_shape,0.045,13.47264618,13
B,convex,12,alpha_shape,0.047,13.47264618,13
B,convex,12,alpha_shape,0.049,13.47264618,13
B,convex,12,alpha_shape,0.05,13.47264618,13
B,convex,12,alpha_shape,0.051,13.47264618,13
B,convex,12,alpha_shape,0.053,13.47264618,13
B,convex,12,alpha_shape,0.055,13.5,13.5
B,convex,12,alpha_shape,0.06,13.5,13.5
B,convex,12,alpha_shape,0.1,13.5,13.5
B,convex,12,alpha_shape,0.2,13.5,13.5
B,convex,12,alpha_shape,0.3,13.5,13.5
B,convex,12,alpha_shape,0.6,13.5,13.5
B,convex,12,alpha_shape,1,13.5,13.5
B,convex,16,alpha_shape,0.01,17.22847785,16.5
B,convex,16,alpha_shape,0.02,17.31303315,16.5
B,convex,16,alpha_shape,0.03,17.35650529,16.5
B,convex,16,alpha_shape,0.04,17.41315083,16.5
B,convex,16,alpha_shape,0.045,17.44818112,17
B,convex,16,alpha_shape,0.047,17.44818112,17
B,convex,16,alpha_shape,0.049,17.44818112,17
B,convex,16,alpha_shape,0.05,17.44818112,17
B,convex,16,alpha_shape,0.051,17.44818112,17
B,convex,16,alpha_shape,0.053,17.44818112,17
B,convex,16,alpha_shape,0.055,17.48889758,17
B,convex,16,alpha_shape,0.06,17.48889758,17
B,convex,16,alpha_shape,0.1,17.5,17.5
B,convex,16,alpha_shape,0.2,17.5,17.5
B,convex,16,alpha_shape,0.3,17.5,17.5
B,convex,16,alpha_shape,0.6,17.5,17.5
B,convex,16,alpha_shape,1,17.5,17.5
B,convex,20,alpha_shape,0.01,21.2234872,20.5
B,convex,20,alpha_shape,0.02,21.30286795,20.5
B,convex,20,alpha_shape,0.03,21.34268832,20.5
B,convex,20,alpha_shape,0.04,21.39329959,21
B,convex,20,alpha_shape,0.045,21.42371606,21
B,convex,20,alpha_shape,0.047,21.42371606,21
B,convex,20,alpha_shape,0.049,21.42371606,21
B,convex,20,alpha_shape,0.05,21.42371606,21
B,convex,20,alpha_shape,0.051,21.42371606,21
B,convex,20,alpha_shape,0.053,21.42371606,21
B,convex,20,alpha_shape,0.055,21.45800908,21.5
B,convex,20,alpha_shape,0.06,21.45800908,21.5
B,convex,20,alpha_shape,0.1,21.5,21.5
B,convex,20,alpha_shape,0.2,21.5,21.5
B,convex,20,alpha_shape,0.3,21.5,21.5
B,convex,20,alpha_shape,0.6,21.5,21.5
B,convex,20,alpha_shape,1,21.5,21.5
B,convex,25,alpha_shape,0.01,26.2172489,25.5
B,convex,25,alpha_shape,0.02,26.29016145,25.5
B,convex,25,alpha_shape,0.03,26.32541711,25.5
B,convex,25,alpha_shape,0.04,26.36848554,25.5
B,convex,25,alpha_shape,0.045,26.39313473,26
B,convex,25,alpha_shape,0.047,26.39313473,26
B,convex,25,alpha_shape,0.049,26.39313473,26
B,convex,25,alpha_shape,0.05,26.39313473,26
B,convex,25,alpha_shape,0.051,26.39313473,26
B,convex,25,alpha_shape,0.053,26.39313473,26
B,convex,25,alpha_shape,0.055,26.41939847,26
B,convex,25,alpha_shape,0.06,26.41939847,26
B,convex,25,alpha_shape,0.1,26.46823696,26.5
B,convex,25,alpha_shape,0.2,26.47640459,26.5
B,convex,25,alpha_shape,0.3,26.47640459,26.5
B,convex,25,alpha_shape,0.6,26.47640459,26.5
B,convex,25,alpha_shape,1,26.47640459,26.5
B,convex,32,alpha_shape,0.01,33.20851527,32.5
B,convex,32,alpha_shape,0.02,33.27237234,32.5
B,convex,32,alpha_shape,0.03,33.30123742,32.5
B,convex,32,alpha_shape,0.04,33.33374587,32.5
B,convex,32,alpha_shape,0.045,33.35032087,33
B,convex,32,alpha_shape,0.047,33.35032087,33
B,convex,32,alpha_shape,0.049,33.35032087,33
B,convex,32,alpha_shape,0.05,33.35032087,33
B,convex,32,alpha_shape,0.051,33.35032087,33
B,convex,32,alpha_shape,0.053,33.35032087,33
B,convex,32,alpha_shape,0.055,33.3653436,33
B,convex,32,alpha_shape,0.06,33.3653436,33
B,convex,32,alpha_shape,0.1,33.37663854,33.5
B,convex,32,alpha_shape,0.2,33.37663854,33.5
B,convex,32,alpha_shape,0.3,33.37663854,33.5
B,convex,32,alpha_shape,0.6,33.37663854,33.5
B,convex,32,alpha_shape,1,33.37663854,33.5
B,convex,45,alpha_shape,0.01,46.19229567,45.5
B,convex,45,alpha_shape,0.02,46.23933544,45.5
B,convex,45,alpha_shape,0.03,46.25633228,45.5
B,convex,45,alpha_shape,0.04,46.26922934,46
B,convex,45,alpha_shape,0.045,46.27094121,46
B,convex,45,alpha_shape,0.047,46.27094121,46
B,convex,45,alpha_shape,0.049,46.27094121,46
B,convex,45,alpha_shape,0.05,46.27094121,46
B,convex,45,alpha_shape,0.051,46.27094121,46
B,convex,45,alpha_shape,0.053,46.27094121,46
B,convex,45,alpha_shape,0.055,46.27094121,46.5
B,convex,45,alpha_shape,0.06,46.27094121,46.5
B,convex,45,alpha_shape,0.1,46.27094121,46.5
B,convex,45,alpha_shape,0.2,46.27094121,46.5
B,convex,45,alpha_shape,0.3,46.27094121,46.5
B,convex,45,alpha_shape,0.6,46.27094121,46.5
B,convex,45,alpha_shape,1,46.27094121,46.5
B,convex,64,alpha_shape,0.01,65.16859011,64.5
B,convex,64,alpha_shape,0.02,65.19105074,64.5
B,convex,64,alpha_shape,0.03,65.19202405,64.5
B,convex,64,alpha_shape,0.04,65.19202405,65
B,convex,64,alpha_shape,0.045,65.19202405,65
B,convex,64,alpha_shape,0.047,65.19202405,65
B,convex,64,alpha_shape,0.049,65.19202405,65
B,convex,64,alpha_shape,0.05,65.19202405,65
B,convex,64,alpha_shape,0.051,65.19202405,65
B,convex,64,alpha_shape,0.053,65.19202405,65
B,convex,64,alpha_shape,0.055,65.19202405,65.5
B,convex,64,alpha_shape,0.06,65.19202405,65.5
B,convex,64,alpha_shape,0.1,65.19202405,65.5
B,convex,64,alpha_shape,0.2,65.19202405,65.5
B,convex,64,alpha_shape,0.3,65.19202405,65.5
B,convex,64,alpha_shape,0.6,65.19202405,65.5
B,convex,64,alpha_shape,1,65.19202405,65.5
C,concave,0,alpha_shape,0.01,0,-27.5
C,concave,0,alpha_shape,0.02,0,-27.5
C,concave,0,alpha_shape,0.03,0,-27.5
C,concave,0,alpha_shape,0.04,0,-20.5
C,concave,0,alpha_shape,0.045,0,-15
C,concave,0,alpha_shape,0.047,0,-14
C,concave,0,alpha_shape,0.049,0,-11.5
C,concave,0,alpha_shape,0.05,0,-11.5
C,concave,0,alpha_shape,0.051,0,-10.5
C,concave,0,alpha_shape,0.053,0,-9.5
C,concave,0,alpha_shape,0.055,0,-8.5
C,concave,0,alpha_shape,0.06,0,-5.5
C,concave,0,alpha_shape,0.1,0,-1
C,concave,0,alpha_shape,0.2,0,-1
C,concave,0,alpha_shape,0.3,0,-1
C,concave,0,alpha_shape,0.6,0,-1
C,concave,0,alpha_shape,1,0,-1
C,concave,4,alpha_shape,0.01,0,-23.5
C,concave,4,alpha_shape,0.02,0,-23.5
C,concave,4,alpha_shape,0.03,0,-23.5
C,concave,4,alpha_shape,0.04,0,-16.5
C,concave,4,alpha_shape,0.045,0,-11
C,concave,4,alpha_shape,0.047,0,-10
C,concave,4,alpha_shape,0.049,0,-7.5
C,concave,4,alpha_shape,0.05,0,-7.5
C,concave,4,alpha_shape,0.051,0,-6.5
C,concave,4,alpha_shape,0.053,0,-5.5
C,concave,4,alpha_shape,0.055,0,-4.5
C,concave,4,alpha_shape,0.06,0,-1.5
C,concave,4,alpha_shape,0.1,2.236067977,3
C,concave,4,alpha_shape,0.2,2.236067977,3
C,concave,4,alpha_shape,0.3,2.236067977,3
C,concave,4,alpha_shape,0.6,2.236067977,3
C,concave,4,alpha_shape,1,2.236067977,3
C,concave,8,alpha_shape,0.01,0,-19.5
C,concave,8,alpha_shape,0.02,0,-19.5
C,concave,8,alpha_shape,0.03,0,-19.5
C,concave,8,alpha_shape,0.04,0,-12.5
C,concave,8,alpha_shape,0.045,0,-7
C,concave,8,alpha_shape,0.047,0,-6
C,concave,8,alpha_shape,0.049,0,-3.5
C,concave,8,alpha_shape,0.05,0,-3.5
C,concave,8,alpha_shape,0.051,0,-2.5
C,concave,8,alpha_shape,0.053,0,-1.5
C,concave,8,alpha_shape,0.055,0,-0.5
C,concave,8,alpha_shape,0.06,2.599638964,2.5
C,concave,8,alpha_shape,0.1,5.685677011,7
C,concave,8,alpha_shape,0.2,5.685677011,7
C,concave,8,alpha_shape,0.3,5.685677011,7
C,concave,8,alpha_shape,0.6,5.700877125,7
C,concave,8,alpha_shape,1,5.700877125,7
C,concave,12,alpha_shape,0.01,0,-15.5
C,concave,12,alpha_shape,0.02,0,-15.5
C,concave,12,alpha_shape,0.03,0,-15.5
C,concave,12,alpha_shape,0.04,0,-8.5
C,concave,12,alpha_shape,0.045,0,-3
C,concave,12,alpha_shape,0.047,0,-2
C,concave,12,alpha_shape,0.049,0.681804095,0.5
C,concave,12,alpha_shape,0.05,0.681804095,0.5
C,concave,12,alpha_shape,0.051,1.5,1.5
C,concave,12,alpha_shape,0.053,2.5,2.5
C,concave,12,alpha_shape,0.055,3.5,3.5
C,concave,12,alpha_shape,0.06,6.599083524,6.5
C,concave,12,alpha_shape,0.1,8.273451517,11
C,concave,12,alpha_shape,0.2,8.273451517,11
C,concave,12,alpha_shape,0.3,8.273451517,11
C,concave,12,alpha_shape,0.6,8.273451517,11
C,concave,12,alpha_shape,1,8.273451517,11
C,concave,16,alpha_shape,0.01,0,-11.5
C,concave,16,alpha_shape,0.02,0,-11.5
C,concave,16,alpha_shape,0.03,0,-11.5
C,concave,16,alpha_shape,0.04,0,-4.5
C,concave,16,alpha_shape,0.045,1,1
C,concave,16,alpha_shape,0.047,2,2
C,concave,16,alpha_shape,0.049,4.66354001,4.5
C,concave,16,alpha_shape,0.05,4.66354001,4.5
C,concave,16,alpha_shape,0.051,5.5,5.5
C,concave,16,alpha_shape,0.053,6.5,6.5
C,concave,16,alpha_shape,0.055,7.5,7.5
C,concave,16,alpha_shape,0.06,10.11841652,10.5
C,concave,16,alpha_shape,0.1,10.12422837,15
C,concave,16,alpha_shape,0.2,10.12422837,15
C,concave,16,alpha_shape,0.3,10.12422837,15
C,concave,16,alpha_shape,0.6,10.12422837,15
C,concave,16,alpha_shape,1,10.12422837,15
C,concave,20,alpha_shape,0.01,0,-7.5
C,concave,20,alpha_shape,0.02,0,-7.5
C,concave,20,alpha_shape,0.03,0,-7.5
C,concave,20,alpha_shape,0.04,0,-0.5
C,concave,20,alpha_shape,0.045,5,5
C,concave,20,alpha_shape,0.047,6,6
C,concave,20,alpha_shape,0.049,8.645275926,8.5
C,concave,20,alpha_shape,0.05,8.645275926,8.5
C,concave,20,alpha_shape,0.051,9.5,9.5
C,concave,20,alpha_shape,0.053,10.5,10.5
C,concave,20,alpha_shape,0.055,11.5,11.5
C,concave,20,alpha_shape,0.06,12.07476708,14.5
C,concave,20,alpha_shape,0.1,12.07476708,19
C,concave,20,alpha_shape,0.2,12.07476708,19
C,concave,20,alpha_shape,0.3,12.07476708,19
C,concave,20,alpha_shape,0.6,12.07476708,19
C,concave,20,alpha_shape,1,12.07476708,19
C,concave,25,alpha_shape,0.01,0,-2.5
C,concave,25,alpha_shape,0.02,0,-2.5
C,concave,25,alpha_shape,0.03,0,-2.5
C,concave,25,alpha_shape,0.04,5.153076388,4.5
C,concave,25,alpha_shape,0.045,10,10
C,concave,25,alpha_shape,0.047,11,11
C,concave,25,alpha_shape,0.049,13.62244582,13.5
C,concave,25,alpha_shape,0.05,13.62244582,13.5
C,concave,25,alpha_shape,0.051,14.31083506,14.5
C,concave,25,alpha_shape,0.053,14.31083506,15.5
C,concave,25,alpha_shape,0.055,14.31083506,16.5
C,concave,25,alpha_shape,0.06,14.31083506,19.5
C,concave,25,alpha_shape,0.1,14.31083506,24
C,concave,25,alpha_shape,0.2,14.31083506,24
C,concave,25,alpha_shape,0.3,14.31083506,24
C,concave,25,alpha_shape,0.6,14.31083506,24
C,concave,25,alpha_shape,1,14.31083506,24
C,concave,32,alpha_shape,0.01,5.036966224,4.5
C,concave,32,alpha_shape,0.02,5.036966224,4.5
C,concave,32,alpha_shape,0.03,5.036966224,4.5
C,concave,32,alpha_shape,0.04,12.15262447,11.5
C,concave,32,alpha_shape,0.045,17,17
C,concave,32,alpha_shape,0.047,17.66435427,18
C,concave,32,alpha_shape,0.049,17.66435427,20.5
C,concave,32,alpha_shape,0.05,17.66435427,20.5
C,concave,32,alpha_shape,0.051,17.66435427,21.5
C,concave,32,alpha_shape,0.053,17.66435427,22.5
C,concave,32,alpha_shape,0.055,17.66435427,23.5
C,concave,32,alpha_shape,0.06,17.66435427,26.5
C,concave,32,alpha_shape,0.1,17.66493702,31
C,concave,32,alpha_shape,0.2,17.66493702,31
C,concave,32,alpha_shape,0.3,17.66493702,31
C,concave,32,alpha_shape,0.6,17.66493702,31
C,concave,32,alpha_shape,1,17.66493702,31
C,concave,45,alpha_shape,0.01,17.67800115,17.5
C,concave,45,alpha_shape,0.02,17.67800115,17.5
C,concave,45,alpha_shape,0.03,17.67800115,17.5
C,concave,45,alpha_shape,0.04,23.71708245,24.5
C,concave,45,alpha_shape,0.045,23.71708245,30
C,concave,45,alpha_shape,0.047,23.71708245,31
C,concave,45,alpha_shape,0.049,23.71708245,33.5
C,concave,45,alpha_shape,0.05,23.71708245,33.5
C,concave,45,alpha_shape,0.051,23.71708245,34.5
C,concave,45,alpha_shape,0.053,23.71708245,35.5
C,concave,45,alpha_shape,0.055,23.71708245,36.5
C,concave,45,alpha_shape,0.06,23.71708245,39.5
C,concave,45,alpha_shape,0.1,23.71708245,44
C,concave,45,alpha_shape,0.2,23.71708245,44
C,concave,45,alpha_shape,0.3,23.71708245,44
C,concave,45,alpha_shape,0.6,23.71708245,44
C,concave,45,alpha_shape,1,23.71708245,44
C,concave,64,alpha_shape,0.01,36.15335989,36.5
C,concave,64,alpha_shape,0.02,36.15335989,36.5
C,concave,64,alpha_shape,0.03,36.15335989,36.5
C,concave,64,alpha_shape,0.04,37.90118732,43.5
C,concave,64,alpha_shape,0.045,37.90118732,49
C,concave,64,alpha_shape,0.047,37.90118732,50
C,concave,64,alpha_shape,0.049,37.90118732,52.5
C,concave,64,alpha_shape,0.05,37.90118732,52.5
C,concave,64,alpha_shape,0.051,37.90118732,53.5
C,concave,64,alpha_shape,0.053,37.90118732,54.5
C,concave,64,alpha_shape,0.055,37.90118732,55.5
C,concave,64,alpha_shape,0.06,37.90118732,58.5
C,concave,64,alpha_shape,0.1,37.90118732,63
C,concave,64,alpha_shape,0.2,37.90118732,63
C,concave,64,alpha_shape,0.3,37.90118732,63
C,concave,64,alpha_shape,0.6,37.90118732,63
C,concave,64,alpha_shape,1,37.90118732,63
C,convex,0,alpha_shape,0.01,0.5,0.5
C,convex,0,alpha_shape,0.02,0.5,0.5
C,convex,0,alpha_shape,0.03,0.5,0.5
C,convex,0,alpha_shape,0.04,0.5,0.5
C,convex,0,alpha_shape,0.045,0.5,0.5
C,convex,0,alpha_shape,0.047,0.5,0.5
C,convex,0,alpha_shape,0.049,0.5,0.5
C,convex,0,alpha_shape,0.05,0.5,0.5
C,convex,0,alpha_shape,0.051,0.5,0.5
C,convex,0,alpha_shape,0.053,0.5,0.5
C,convex,0,alpha_shape,0.055,0.5,0.5
C,convex,0,alpha_shape,0.06,0.5,0.5
C,convex,0,alpha_shape,0.1,0.5,0.5
C,convex,0,alpha_shape,0.2,0.5,0.5
C,convex,0,alpha_shape,0.3,0.5,0.5
C,convex,0,alpha_shape,0.6,0.5,0.5
C,convex,0,alpha_shape,1,0.5,0.5
C,convex,4,alpha_shape,0.01,5,5
C,convex,4,alpha_shape,0.02,5,5
C,convex,4,alpha_shape,0.03,5,5
C,convex,4,alpha_shape,0.04,5,5
C,convex,4,alpha_shape,0.045,5,5
C,convex,4,alpha_shape,0.047,5,5
C,convex,4,alpha_shape,0.049,5,5
C,convex,4,alpha_shape,0.05,5,5
C,convex,4,alpha_shape,0.051,5,5
C,convex,4,alpha_shape,0.053,5,5
C,convex,4,alpha_shape,0.055,5,5
C,convex,4,alpha_shape,0.06,5,5
C,convex,4,alpha_shape,0.1,5,5
C,convex,4,alpha_shape,0.2,5,5
C,convex,4,alpha_shape,0.3,5,5
C,convex,4,alpha_shape,0.6,5,5
C,convex,4,alpha_shape,1,5,5
C,convex,8,alpha_shape,0.01,9,9
C,convex,8,alpha_shape,0.02,9,9
C,convex,8,alpha_shape,0.03,9,9
C,convex,8,alpha_shape,0.04,9,9
C,convex,8,alpha_shape,0.045,9,9
C,convex,8,alpha_shape,0.047,9,9
C,convex,8,alpha_shape,0.049,9,9
C,convex,8,alpha_shape,0.05,9,9
C,convex,8,alpha_shape,0.051,9,9
C,convex,8,alpha_shape,0.053,9,9
C,convex,8,alpha_shape,0.055,9,9
C,convex,8,alpha_shape,0.06,9,9
C,convex,8,alpha_shape,0.1,9,9
C,convex,8,alpha_shape,0.2,9,9
C,convex,8,alpha_shape,0.3,9,9
C,convex,8,alpha_shape,0.6,9,9
C,convex,8,alpha_shape,1,9,9
C,convex,12,alpha_shape,0.01,13,13
C,convex,12,alpha_shape,0.02,13,13
C,convex,12,alpha_shape,0.03,13,13
C,convex,12,alpha_shape,0.04,13,13
C,convex,12,alpha_shape,0.045,13,13
C,convex,12,alpha_shape,0.047,13,13
C,convex,12,alpha_shape,0.049,13,13
C,convex,12,alpha_shape,0.05,13,13
C,convex,12,alpha_shape,0.051,13,13
C,convex,12,alpha_shape,0.053,13,13
C,convex,12,alpha_shape,0.055,13,13
C,convex,12,alpha_shape,0.06,13,13
C,convex,12,alpha_shape,0.1,13,13
C,convex,12,alpha_shape,0.2,13,13
C,convex,12,alpha_shape,0.3,13,13
C,convex,12,alpha_shape,0.6,13,13
C,convex,12,alpha_shape,1,13,13
C,convex,16,alpha_shape,0.01,17,17
C,convex,16,alpha_shape,0.02,17,17
C,convex,16,alpha_shape,0.03,17,17
C,convex,16,alpha_shape,0.04,17,17
C,convex,16,alpha_shape,0.045,17,17
C,convex,16,alpha_shape,0.047,17,17
C,convex,16,alpha_shape,0.049,17,17
C,convex,16,alpha_shape,0.05,17,17
C,convex,16,alpha_shape,0.051,17,17
C,convex,16,alpha_shape,0.053,17,17
C,convex,16,alpha_shape,0.055,17,17
C,convex,16,alpha_shape,0.06,17,17
C,convex,16,alpha_shape,0.1,17,17
C,convex,16,alpha_shape,0.2,17,17
C,convex,16,alpha_shape,0.3,17,17
C,convex,16,alpha_shape,0.6,17,17
C,convex,16,alpha_shape,1,17,17
C,convex,20,alpha_shape,0.01,21,21
C,convex,20,alpha_shape,0.02,21,21
C,convex,20,alpha_shape,0.03,21,21
C,convex,20,alpha_shape,0.04,21,21
C,convex,20,alpha_shape,0.045,21,21
C,convex,20,alpha_shape,0.047,21,21
C,convex,20,alpha_shape,0.049,21,21
C,convex,20,alpha_shape,0.05,21,21
C,convex,20,alpha_shape,0.051,21,21
C,convex,20,alpha_shape,0.053,21,21
C,convex,20,alpha_shape,0.055,21,21
C,convex,20,alpha_shape,0.06,21,21
C,convex,20,alpha_shape,0.1,21,21
C,convex,20,alpha_shape,0.2,21,21
C,convex,20,alpha_shape,0.3,21,21
C,convex,20,alpha_shape,0.6,21,21
C,convex,20,alpha_shape,1,21,21
C,convex,25,alpha_shape,0.01,26,26
C,convex,25,alpha_shape,0.02,26,26
C,convex,25,alpha_shape,0.03,26,26
C,convex,25,alpha_shape,0.04,26,26
C,convex,25,alpha_shape,0.045,26,26
C,convex,25,alpha_shape,0.047,26,26
C,convex,25,alpha_shape,0.049,26,26
C,convex,25,alpha_shape,0.05,26,26
C,convex,25,alpha_shape,0.051,26,26
C,convex,25,alpha_shape,0.053,26,26
C,convex,25,alpha_shape,0.055,26,26
C,convex,25,alpha_shape,0.06,26,26
C,convex,25,alpha_shape,0.1,26,26
C,convex,25,alpha_shape,0.2,26,26
C,convex,25,alpha_shape,0.3,26,26
C,convex,25,alpha_shape,0.6,26,26
C,convex,25,alpha_shape,1,26,26
C,convex,32,alpha_shape,0.01,33,33
C,convex,32,alpha_shape,0.02,33,33
C,convex,32,alpha_shape,0.03,33,33
C,convex,32,alpha_shape,0.04,33,33
C,convex,32,alpha_shape,0.045,33,33
C,convex,32,alpha_shape,0.047,33,33
C,convex,32,alpha_shape,0.049,33,33
C,convex,32,alpha_shape,0.05,33,33
C,convex,32,alpha_shape,0.051,33,33
C,convex,32,alpha_shape,0.053,33,33
C,convex,32,alpha_shape,0.055,33,33
C,convex,32,alpha_shape,0.06,33,33
C,convex,32,alpha_shape,0.1,33,33
C,convex,32,alpha_shape,0.2,33,33
C,convex,32,alpha_shape,0.3,33,33
C,convex,32,alpha_shape,0.6,33,33
C,convex,32,alpha_shape,1,33,33
C,convex,45,alpha_shape,0.01,46,46
C,convex,45,alpha_shape,0.02,46,46
C,convex,45,alpha_shape,0.03,46,46
C,convex,45,alpha_shape,0.04,46,46
C,convex,45,alpha_shape,0.045,46,46
C,convex,45,alpha_shape,0.047,46,46
C,convex,45,alpha_shape,0.049,46,46
C,convex,45,alpha_shape,0.05,46,46
C,convex,45,alpha_shape,0.051,46,46
C,convex,45,alpha_shape,0.053,46,46
C,convex,45,alpha_shape,0.055,46,46
C,convex,45,alpha_shape,0.06,46,46
C,convex,45,alpha_shape,0.1,46,46
C,convex,45,alpha_shape,0.2,46,46
C,convex,45,alpha_shape,0.3,46,46
C,convex,45,alpha_shape,0.6,46,46
C,convex,45,alpha_shape,1,46,46
C,convex,64,alpha_shape,0.01,65,65
C,convex,64,alpha_shape,0.02,65,65
C,convex,64,alpha_shape,0.03,65,65
C,convex,64,alpha_shape,0.04,65,65
C,convex,64,alpha_shape,0.045,65,65
C,convex,64,alpha_shape,0.047,65,65
C,convex,64,alpha_shape,0.049,65,65
C,convex,64,alpha_shape,0.05,65,65
C,convex,64,alpha_shape,0.051,65,65
C,convex,64,alpha_shape,0.053,65,65
C,convex,64,alpha_shape,0.055,65,65
C,convex,64,alpha_shape,0.06,65,65
C,convex,64,alpha_shape,0.1,65,65
C,convex,64,alpha_shape,0.2,65,65
C,convex,64,alpha_shape,0.3,65,65
C,convex,64,alpha_shape,0.6,65,65
C,convex,64,alpha_shape,1,65,65
D,concave,0,alpha_shape,0.01,0,-28.5
D,concave,0,alpha_shape,0.02,0,-28.5
D,concave,0,alpha_shape,0.03,0,-25.5
D,concave,0,alpha_shape,0.04,0,-12.5
D,concave,0,alpha_shape,0.045,0,-7.5
D,concave,0,alpha_shape,0.047,0,-7.5
D,concave,0,alpha_shape,0.049,0,-5.5
D,concave,0,alpha_shape,0.05,0,-5.5
D,concave,0,alpha_shape,0.051,0,-5.5
D,concave,0,alpha_shape,0.053,0,-3.5
D,concave,0,alpha_shape,0.055,0,-3.5
D,concave,0,alpha_shape,0.06,0.800999981,0.5
D,concave,0,alpha_shape,0.1,2.506887065,5
D,concave,0,alpha_shape,0.2,2.529822128,5
D,concave,0,alpha_shape,0.3,2.529822128,5
D,concave,0,alpha_shape,0.6,2.549509757,5
D,concave,0,alpha_shape,1,2.549509757,5
D,concave,4,alpha_shape,0.01,0,-24.5
D,concave,4,alpha_shape,0.02,0,-24.5
D,concave,4,alpha_shape,0.03,0,-21.5
D,concave,4,alpha_shape,0.04,0,-8.5
D,concave,4,alpha_shape,0.045,0,-3.5
D,concave,4,alpha_shape,0.047,0,-3.5
D,concave,4,alpha_shape,0.049,0,-1.5
D,concave,4,alpha_shape,0.05,0,-1.5
D,concave,4,alpha_shape,0.051,0,-1.5
D,concave,4,alpha_shape,0.053,1.422543939,0.5
D,concave,4,alpha_shape,0.055,1.422543939,0.5
D,concave,4,alpha_shape,0.06,4.08529744,4.5
D,concave,4,alpha_shape,0.1,4.08529744,9
D,concave,4,alpha_shape,0.2,4.110960958,9
D,concave,4,alpha_shape,0.3,4.110960958,9
D,concave,4,alpha_shape,0.6,4.123105626,9
D,concave,4,alpha_shape,1,4.123105626,9
D,concave,8,alpha_shape,0.01,0,-20.5
D,concave,8,alpha_shape,0.02,0,-20.5
D,concave,8,alpha_shape,0.03,0,-17.5
D,concave,8,alpha_shape,0.04,0,-4.5
D,concave,8,alpha_shape,0.045,0.714871324,0.5
D,concave,8,alpha_shape,0.047,0.714871324,0.5
D,concave,8,alpha_shape,0.049,3.051564637,2.5
D,concave,8,alpha_shape,0.05,3.051564637,2.5
D,concave,8,alpha_shape,0.051,3.34233711,2.5
D,concave,8,alpha_shape,0.053,5.3995485,4.5
D,concave,8,alpha_shape,0.055,5.3995485,4.5
D,concave,8,alpha_shape,0.06,5.570860145,8.5
D,concave,8,alpha_shape,0.1,5.570860145,13
