shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape4,no_change3,4,42,different,9,2317.1,v001,same,shape4_no_change3,0,none,29
catch_shape,no_change3,4,43,same,9,2611.4,v001,same,catch_shape_no_change3,1,none,29
shape5,no_change2,4,44,same,7,3270.6,v001,same,shape5_no_change2,1,none,29
shape1,concave_area2,5,45,different,9,3817.6,v001,different,shape1_concave_area2,1,concave,29
shape2,no_change6,5,46,different,6,2747.2,v001,same,shape2_no_change6,0,none,29
shape6,concave_nofill_area2,5,47,different,9,1979.7,v001,different,shape6_concave_nofill_area2,1,concave_nofill,29
shape8,no_change6,5,48,same,9,2104,v001,same,shape8_no_change6,1,none,29
shape3,no_change5,5,49,same,9,1917.6,v001,same,shape3_no_change5,1,none,29
catch_shape,no_change4,5,50,same,9,1701.2,v001,same,catch_shape_no_change4,1,none,29
shape5,concave_area2,5,51,different,9,1695.3,v001,different,shape5_concave_area2,1,concave,29
shape4,no_change6,5,52,same,8,2757.8,v001,same,shape4_no_change6,1,none,29
shape7,no_change2,5,53,different,6,2583.8,v001,same,shape7_no_change2,0,none,29
shape8,no_change4,6,54,same,8,3004.6,v001,same,shape8_no_change4,1,none,29
shape1,no_change4,6,55,same,8,3538.3,v001,same,shape1_no_change4,1,none,29
shape6,convex_area2,6,56,different,9,2013.3,v001,different,shape6_convex_area2,1,convex,29
shape4,concave_area2,6,57,different,9,2216.5,v001,different,shape4_concave_area2,1,concave,29
shape2,no_change2,6,58,different,6,3747.8,v001,same,shape2_no_change2,0,none,29
catch_shape,no_change5,6,59,same,9,1614.2,v001,same,catch_shape_no_change5,1,none,29
shape3,convex_area2,6,60,different,9,1231.7,v001,different,shape3_convex_area2,1,convex,29
shape5,convex_area2,6,61,different,9,1082.1,v001,different,shape5_convex_area2,1,convex,29
shape7,convex_area2,6,62,different,9,999.4,v001,different,shape7_convex_area2,1,convex,29
shape4,no_change4,7,63,different,5,6250.5,v001,same,shape4_no_change4,0,none,29
shape1,no_change1,7,64,same,8,2781.3,v001,same,shape1_no_change1,1,none,29
shape6,no_change3,7,65,different,4,4699.7,v001,same,shape6_no_change3,0,none,29
shape7,no_change6,7,66,different,8,2282.9,v001,same,shape7_no_change6,0,none,29
shape2,concave_area1,7,67,different,9,1311.2,v001,different,shape2_concave_area1,1,concave,29
shape8,no_change1,7,68,same,9,1299.5,v001,same,shape8_no_change1,1,none,29
catch_shape,change1,7,69,different,9,1658.5,v001,different,catch_shape_change1,1,none,29
shape3,concave_area2,7,70,different,9,2313.1,v001,different,shape3_concave_area2,1,concave,29
shape5,no_change3,7,71,same,8,2064.7,v001,same,shape5_no_change3,1,none,29
shape1,concave_nofill_area2,8,72,different,8,1792.5,v001,different,shape1_concave_nofill_area2,1,concave_nofill,29
shape2,no_change3,8,73,different,8,2856.9,v001,same,shape2_no_change3,0,none,29
shape6,convex_area1,8,74,different,9,1053.5,v001,different,shape6_convex_area1,1,convex,29
shape3,concave_area1,8,75,different,6,2515.7,v001,different,shape3_concave_area1,1,concave,29
shape4,concave_nofill_area2,8,76,different,9,1156.9,v001,different,shape4_concave_nofill_area2,1,concave_nofill,29
shape8,concave_area1,8,77,same,7,3590.7,v001,different,shape8_concave_area1,0,concave,29
shape7,no_change1,8,78,same,6,4859.7,v001,same,shape7_no_change1,1,none,29
catch_shape,no_change6,8,79,same,9,1791.6,v001,same,catch_shape_no_change6,1,none,29
shape5,no_change4,8,80,different,9,1389.3,v001,same,shape5_no_change4,0,none,29
shape5,convex_area1,9,81,different,9,883.6,v001,different,shape5_convex_area1,1,convex,29
shape6,no_change6,9,82,same,9,1481.7,v001,same,shape6_no_change6,1,none,29
catch_shape,no_change2,9,83,same,9,2428.7,v001,same,catch_shape_no_change2,1,none,29
shape4,no_change5,9,84,different,4,3550.7,v001,same,shape4_no_change5,0,none,29
shape7,no_change4,9,85,different,4,3800.2,v001,same,shape7_no_change4,0,none,29
shape3,no_change2,9,86,same,8,1779.9,v001,same,shape3_no_change2,1,none,29
shape8,convex_area1,9,87,different,9,1207.4,v001,different,shape8_convex_area1,1,convex,29
shape2,no_change4,9,88,same,8,3543.4,v001,same,shape2_no_change4,1,none,29
shape1,no_change2,9,89,same,9,1070.5,v001,same,shape1_no_change2,1,none,29
shape4,concave_nofill_area1,10,90,different,9,4227.7,v001,different,shape4_concave_nofill_area1,1,concave_nofill,29
shape3,no_change3,10,91,same,9,1592.4,v001,same,shape3_no_change3,1,none,29
shape2,concave_nofill_area1,10,92,different,9,1207.3,v001,different,shape2_concave_nofill_area1,1,concave_nofill,29
shape1,concave_nofill_area1,10,93,different,8,1872.5,v001,different,shape1_concave_nofill_area1,1,concave_nofill,29
shape7,concave_area1,10,94,different,9,654.8,v001,different,shape7_concave_area1,1,concave,29
shape5,no_change5,10,95,different,8,2498.7,v001,same,shape5_no_change5,0,none,29
catch_shape,change3,10,96,different,9,1610.5,v001,different,catch_shape_change3,1,none,29
shape6,concave_area2,10,97,different,9,1003,v001,different,shape6_concave_area2,1,concave,29
shape8,no_change5,10,98,same,9,1005.7,v001,same,shape8_no_change5,1,none,29
shape4,convex_area2,11,99,different,9,1142.2,v001,different,shape4_convex_area2,1,convex,29
shape5,concave_nofill_area2,11,100,different,9,1347,v001,different,shape5_concave_nofill_area2,1,concave_nofill,29
shape3,convex_area1,11,101,different,6,3893,v001,different,shape3_convex_area1,1,convex,29
catch_shape,change6,11,102,different,9,1445.5,v001,different,catch_shape_change6,1,none,29
shape8,concave_nofill_area1,11,103,different,9,741.4,v001,different,shape8_concave_nofill_area1,1,concave_nofill,29
shape7,concave_nofill_area1,11,104,different,9,878,v001,different,shape7_concave_nofill_area1,1,concave_nofill,29
shape1,no_change3,11,105,different,4,2962.8,v001,same,shape1_no_change3,0,none,29
shape6,concave_area1,11,106,different,4,2052.6,v001,different,shape6_concave_area1,1,concave,29
shape2,concave_nofill_area2,11,107,different,8,1498.5,v001,different,shape2_concave_nofill_area2,1,concave_nofill,29
shape3,concave_nofill_area2,0,0,same,9,5723.7,v001,different,shape3_concave_nofill_area2,0,concave_nofill,30
shape2,no_change1,0,1,same,9,2864.8,v001,same,shape2_no_change1,1,none,30
shape7,no_change4,0,2,same,9,2684.6,v001,same,shape7_no_change4,1,none,30
shape5,no_change1,0,3,same,9,2273.8,v001,same,shape5_no_change1,1,none,30
catch_shape,change1,0,4,different,9,6103.9,v001,different,catch_shape_change1,1,none,30
shape6,no_change5,0,5,same,9,1865.6,v001,same,shape6_no_change5,1,none,30
shape8,no_change6,0,6,same,9,1355.2,v001,same,shape8_no_change6,1,none,30
shape1,no_change3,0,7,same,9,1420.6,v001,same,shape1_no_change3,1,none,30
shape4,no_change6,0,8,same,9,2061.8,v001,same,shape4_no_change6,1,none,30
shape1,no_change1,1,9,same,9,1368.3,v001,same,shape1_no_change1,1,none,30
shape2,convex_area1,1,10,same,9,1704.8,v001,different,shape2_convex_area1,0,convex,30
shape5,concave_area2,1,11,same,9,1724.8,v001,different,shape5_concave_area2,0,concave,30
shape6,convex_area2,1,12,same,9,6044.7,v001,different,shape6_convex_area2,0,convex,30
shape8,concave_nofill_area1,1,13,different,9,6775.8,v001,different,shape8_concave_nofill_area1,1,concave_nofill,30
catch_shape,change2,1,14,different,9,4309.7,v001,different,catch_shape_change2,1,none,30
shape4,no_change1,1,15,same,9,1533.6,v001,same,shape4_no_change1,1,none,30
shape7,no_change1,1,16,same,9,1948.9,v001,same,shape7_no_change1,1,none,30
shape3,no_change3,1,17,same,9,1413.6,v001,same,shape3_no_change3,1,none,30
shape6,concave_nofill_area1,2,18,same,8,6094.8,v001,different,shape6_concave_nofill_area1,0,concave_nofill,30
shape1,concave_nofill_area1,2,19,same,9,1440.6,v001,different,shape1_concave_nofill_area1,0,concave_nofill,30
shape8,no_change2,2,20,same,9,1238.4,v001,same,shape8_no_change2,1,none,30
shape3,no_change1,2,21,same,9,1505.1,v001,same,shape3_no_change1,1,none,30
shape2,no_change5,2,22,same,9,1687.2,v001,same,shape2_no_change5,1,none,30
catch_shape,change4,2,23,different,9,2260,v001,different,catch_shape_change4,1,none,30
shape4,concave_area2,2,24,different,9,4096.1,v001,different,shape4_concave_area2,1,concave,30
shape5,concave_nofill_area2,2,25,different,9,2866,v001,different,shape5_concave_nofill_area2,1,concave_nofill,30
shape7,convex_area2,2,26,different,9,3227.3,v001,different,shape7_convex_area2,1,convex,30
shape3,convex_area2,3,27,same,7,7556.7,v001,different,shape3_convex_area2,0,convex,30
catch_shape,no_change4,3,28,same,9,1499.7,v001,same,catch_shape_no_change4,1,none,30
shape4,no_change2,3,29,same,9,1142.6,v001,same,shape4_no_change2,1,none,30
shape8,convex_area2,3,30,different,9,1873.9,v001,different,shape8_convex_area2,1,convex,30
shape7,concave_area1,3,31,same,8,8591.1,v001,different,shape7_concave_area1,0,concave,30
shape5,no_change2,3,32,same,9,1570.2,v001,same,shape5_no_change2,1,none,30
shape2,concave_area2,3,33,different,9,3640.7,v001,different,shape2_concave_area2,1,concave,30
shape6,no_change4,3,34,same,9,1620.6,v001,same,shape6_no_change4,1,none,30
shape1,concave_area2,3,35,same,8,3242.4,v001,different,shape1_concave_area2,0,concave,30
shape2,no_change3,4,36,same,9,2421.1,v001,same,shape2_no_change3,1,none,30
shape8,no_change4,4,37,same,9,1533.3,v001,same,shape8_no_change4,1,none,30
catch_shape,no_change2,4,38,same,9,1371.5,v001,same,catch_shape_no_change2,1,none,30
shape1,no_change6,4,39,same,9,1430.7,v001,same,shape1_no_change6,1,none,30
shape5,no_change6,4,40,different,9,2108.2,v001,same,shape5_no_change6,0,none,30
shape7,convex_area1,4,41,different,9,1822.6,v001,different,shape7_convex_area1,1,convex,30
shape4,concave_area1,4,42,different,9,1893.3,v001,different,shape4_concave_area1,1,concave,30
shape3,concave_area2,4,43,different,9,1544.2,v001,different,shape3_concave_area2,1,concave,30
shape6,no_change6,4,44,same,9,1609,v001,same,shape6_no_change6,1,none,30
shape8,no_change5,5,45,same,9,1205.5,v001,same,shape8_no_change5,1,none,30
shape4,no_change5,5,46,same,9,1274.9,v001,same,shape4_no_change5,1,none,30
catch_shape,no_change6,5,47,same,9,1515.3,v001,same,catch_shape_no_change6,1,none,30
shape1,convex_area2,5,48,different,9,1684.4,v001,different,shape1_convex_area2,1,convex,30
shape6,concave_area1,5,49,different,9,2052.3,v001,different,shape6_concave_area1,1,concave,30
shape2,no_change2,5,50,same,9,1690.2,v001,same,shape2_no_change2,1,none,30
shape5,no_change4,5,51,same,9,1330.3,v001,same,shape5_no_change4,1,none,30
shape7,no_change2,5,52,different,9,1062.7,v001,same,shape7_no_change2,0,none,30
shape3,concave_area1,5,53,same,9,2010.4,v001,different,shape3_concave_area1,0,concave,30
shape8,no_change1,6,54,same,9,630.1,v001,same,shape8_no_change1,1,none,30
catch_shape,no_change1,6,55,same,9,759.3,v001,same,catch_shape_no_change1,1,none,30
shape4,no_change3,6,56,different,7,3772.3,v001,same,shape4_no_change3,0,none,30
shape3,no_change2,6,57,same,9,1317.1,v001,same,shape3_no_change2,1,none,30
shape2,no_change4,6,58,same,9,594.1,v001,same,shape2_no_change4,1,none,30
shape1,no_change2,6,59,same,9,659.3,v001,same,shape1_no_change2,1,none,30
shape7,no_change6,6,60,same,9,2685,v001,same,shape7_no_change6,1,none,30
shape5,convex_area2,6,61,different,9,1295.6,v001,different,shape5_convex_area2,1,convex,30
shape6,no_change3,6,62,same,9,1560.5,v001,same,shape6_no_change3,1,none,30
shape2,convex_area2,7,63,different,9,4987.3,v001,different,shape2_convex_area2,1,convex,30
shape4,convex_area2,7,64,different,9,1463.4,v001,different,shape4_convex_area2,1,convex,30
shape8,concave_nofill_area2,7,65,different,9,2611.2,v001,different,shape8_concave_nofill_area2,1,concave_nofill,30
shape7,no_change3,7,66,same,9,2054.1,v001,same,shape7_no_change3,1,none,30
shape6,no_change2,7,67,same,9,1054.6,v001,same,shape6_no_change2,1,none,30
shape5,concave_area1,7,68,different,9,869,v001,different,shape5_concave_area1,1,concave,30
catch_shape,change6,7,69,different,9,1958,v001,different,catch_shape_change6,1,none,30
shape1,concave_area1,7,70,different,9,1261,v001,different,shape1_concave_area1,1,concave,30
shape3,no_change4,7,71,same,9,842.4,v001,same,shape3_no_change4,1,none,30
shape3,no_change5,8,72,same,9,811.3,v001,same,shape3_no_change5,1,none,30
shape2,concave_nofill_area2,8,73,different,9,2152.7,v001,different,shape2_concave_nofill_area2,1,concave_nofill,30
shape4,concave_nofill_area2,8,74,different,9,1159.1,v001,different,shape4_concave_nofill_area2,1,concave_nofill,30
shape1,convex_area1,8,75,different,9,924.5,v001,different,shape1_convex_area1,1,convex,30
shape5,no_change5,8,76,different,7,1272.4,v001,same,shape5_no_change5,0,none,30
shape6,concave_area2,8,77,different,9,650.7,v001,different,shape6_concave_area2,1,concave,30
catch_shape,no_change3,8,78,same,9,1284.7,v001,same,catch_shape_no_change3,1,none,30
shape8,concave_area1,8,79,different,8,1811.8,v001,different,shape8_concave_area1,1,concave,30
shape7,concave_nofill_area1,8,80,different,9,1003.6,v001,different,shape7_concave_nofill_area1,1,concave_nofill,30
shape4,no_change4,9,81,different,9,577,v001,same,shape4_no_change4,0,none,30
shape2,concave_area1,9,82,different,9,606.9,v001,different,shape2_concave_area1,1,concave,30
shape6,convex_area1,9,83,different,9,1425.7,v001,different,shape6_convex_area1,1,convex,30
catch_shape,change3,9,84,different,9,1656.4,v001,different,catch_shape_change3,1,none,30
shape1,no_change5,9,85,different,1,7697.4,v001,same,shape1_no_change5,0,none,30
shape7,no_change5,9,86,different,9,4588.8,v001,same,shape7_no_change5,0,none,30
shape5,convex_area1,9,87,different,9,1820.2,v001,different,shape5_convex_area1,1,convex,30
shape8,convex_area1,9,88,same,9,2280.7,v001,different,shape8_convex_area1,0,convex,30
shape3,convex_area1,9,89,same,9,1298,v001,different,shape3_convex_area1,0,convex,30
shape7,concave_nofill_area2,10,90,different,9,686.9,v001,different,shape7_concave_nofill_area2,1,concave_nofill,30
shape8,no_change3,10,91,same,9,833.2,v001,same,shape8_no_change3,1,none,30
shape2,no_change6,10,92,different,7,1830.4,v001,same,shape2_no_change6,0,none,30
shape1,no_change4,10,93,different,6,2004.8,v001,same,shape1_no_change4,0,none,30
shape4,convex_area1,10,94,different,9,1246.5,v001,different,shape4_convex_area1,1,convex,30
shape6,no_change1,10,95,same,9,728.4,v001,same,shape6_no_change1,1,none,30
shape3,concave_nofill_area1,10,96,different,9,1383.1,v001,different,shape3_concave_nofill_area1,1,concave_nofill,30
shape5,concave_nofill_area1,10,97,different,9,1312.1,v001,different,shape5_concave_nofill_area1,1,concave_nofill,30
catch_shape,no_change5,10,98,same,9,2200.1,v001,same,catch_shape_no_change5,1,none,30
shape1,concave_nofill_area2,11,99,different,9,1503.4,v001,different,shape1_concave_nofill_area2,1,concave_nofill,30
shape2,concave_nofill_area1,11,100,different,9,2466.6,v001,different,shape2_concave_nofill_area1,1,concave_nofill,30
catch_shape,change5,11,101,different,9,1446.4,v001,different,catch_shape_change5,1,none,30
shape3,no_change6,11,102,different,1,2672.2,v001,same,shape3_no_change6,0,none,30
shape4,concave_nofill_area1,11,103,different,9,1347.7,v001,different,shape4_concave_nofill_area1,1,concave_nofill,30
shape5,no_change3,11,104,same,9,967.5,v001,same,shape5_no_change3,1,none,30
shape6,concave_nofill_area2,11,105,same,9,886.9,v001,different,shape6_concave_nofill_area2,0,concave_nofill,30
shape7,concave_area2,11,106,different,9,676.5,v001,different,shape7_concave_area2,1,concave,30
shape8,concave_area2,11,107,different,9,1442,v001,different,shape8_concave_area2,1,concave,30
shape1,no_change5,0,0,same,9,10215.2,v001,same,shape1_no_change5,1,none,31
shape5,no_change1,0,1,same,8,4517.8,v001,same,shape5_no_change1,1,none,31
shape6,no_change1,0,2,same,8,9637.5,v001,same,shape6_no_change1,1,none,31
shape8,concave_area2,0,3,different,9,4125.9,v001,different,shape8_concave_area2,1,concave,31
shape2,no_change6,0,4,same,8,4380.3,v001,same,shape2_no_change6,1,none,31
catch_shape,change5,0,5,different,9,5557.2,v001,different,catch_shape_change5,1,none,31
shape3,no_change1,0,6,same,8,4293.2,v001,same,shape3_no_change1,1,none,31
shape4,no_change3,0,7,same,8,3182.3,v001,same,shape4_no_change3,1,none,31
shape7,no_change2,0,8,same,8,2374,v001,same,shape7_no_change2,1,none,31
shape5,no_change2,1,9,different,7,8580.5,v001,same,shape5_no_change2,0,none,31
shape7,no_change6,1,10,same,9,3496.4,v001,same,shape7_no_change6,1,none,31
shape1,concave_nofill_area1,1,11,same,7,4917.4,v001,different,shape1_concave_nofill_area1,0,concave_nofill,31
shape2,concave_area2,1,12,different,8,4440.2,v001,different,shape2_concave_area2,1,concave,31
shape3,no_change2,1,13,same,8,3785.8,v001,same,shape3_no_change2,1,none,31
shape4,convex_area1,1,14,same,8,1569.8,v001,different,shape4_convex_area1,0,convex,31
catch_shape,change2,1,15,different,9,3271.6,v001,different,catch_shape_change2,1,none,31
shape8,no_change1,1,16,different,8,4265.6,v001,same,shape8_no_change1,0,none,31
shape6,concave_area1,1,17,same,7,3029.7,v001,different,shape6_concave_area1,0,concave,31
shape1,convex_area1,2,18,same,6,4725.6,v001,different,shape1_convex_area1,0,convex,31
shape2,no_change5,2,19,same,8,2581.3,v001,same,shape2_no_change5,1,none,31
shape3,no_change3,2,20,same,8,2146.6,v001,same,shape3_no_change3,1,none,31
catch_shape,change6,2,21,different,9,3978.7,v001,different,catch_shape_change6,1,none,31
shape4,concave_area2,2,22,different,9,3242.6,v001,different,shape4_concave_area2,1,concave,31
shape7,convex_area1,2,23,different,7,4464.3,v001,different,shape7_convex_area1,1,convex,31
shape5,no_change3,2,24,different,8,3892.7,v001,same,shape5_no_change3,0,none,31
shape8,concave_nofill_area1,2,25,different,9,2986.6,v001,different,shape8_concave_nofill_area1,1,concave_nofill,31
shape6,no_change2,2,26,same,8,1591.8,v001,same,shape6_no_change2,1,none,31
shape5,no_change4,3,27,same,8,1366.3,v001,same,shape5_no_change4,1,none,31
shape6,no_change3,3,28,same,8,1576,v001,same,shape6_no_change3,1,none,31
shape8,no_change2,3,29,different,6,3593.4,v001,same,shape8_no_change2,0,none,31
shape4,concave_area1,3,30,different,8,2873.7,v001,different,shape4_concave_area1,1,concave,31
catch_shape,no_change4,3,31,same,9,2404.7,v001,same,catch_shape_no_change4,1,none,31
shape3,no_change4,3,32,different,8,2873,v001,same,shape3_no_change4,0,none,31
shape2,no_change4,3,33,same,7,1608.1,v001,same,shape2_no_change4,1,none,31
shape7,concave_area2,3,34,different,9,3084.9,v001,different,shape7_concave_area2,1,concave,31
shape1,concave_area2,3,35,different,9,2215.6,v001,different,shape1_concave_area2,1,concave,31
shape1,no_change4,4,36,same,7,2502.4,v001,same,shape1_no_change4,1,none,31
shape4,no_change5,4,37,different,9,1715.2,v001,same,shape4_no_change5,0,none,31
shape2,no_change3,4,38,same,8,918.6,v001,same,shape2_no_change3,1,none,31
shape3,concave_nofill_area1,4,39,different,8,2420.3,v001,different,shape3_concave_nofill_area1,1,concave_nofill,31
shape8,concave_area1,4,40,same,8,1779.8,v001,different,shape8_concave_area1,0,concave,31
catch_shape,change4,4,41,different,9,2866.3,v001,different,catch_shape_change4,1,none,31
shape5,concave_nofill_area1,4,42,different,9,2916.1,v001,different,shape5_concave_nofill_area1,1,concave_nofill,31
shape6,concave_nofill_area2,4,43,different,7,3239.6,v001,different,shape6_concave_nofill_area2,1,concave_nofill,31
shape7,concave_area1,4,44,same,7,2058.5,v001,different,shape7_concave_area1,0,concave,31
shape4,no_change4,5,45,same,8,6452.6,v001,same,shape4_no_change4,1,none,31
shape3,no_change5,5,46,same,8,2768.7,v001,same,shape3_no_change5,1,none,31
shape1,no_change3,5,47,same,8,1639.4,v001,same,shape1_no_change3,1,none,31
shape8,concave_nofill_area2,5,48,different,8,1917.5,v001,different,shape8_concave_nofill_area2,1,concave_nofill,31
shape6,no_change4,5,49,same,8,1877.4,v001,same,shape6_no_change4,1,none,31
shape2,no_change2,5,50,same,7,4164.6,v001,same,shape2_no_change2,1,none,31
shape7,no_change3,5,51,same,8,3490.5,v001,same,shape7_no_change3,1,none,31
shape5,concave_area2,5,52,different,7,3243.1,v001,different,shape5_concave_area2,1,concave,31
catch_shape,change1,5,53,different,9,1253.7,v001,different,catch_shape_change1,1,none,31
shape1,no_change2,6,54,same,8,1667.2,v001,same,shape1_no_change2,1,none,31
shape8,convex_area1,6,55,different,8,2323.1,v001,different,shape8_convex_area1,1,convex,31
shape2,convex_area1,6,56,different,9,1597,v001,different,shape2_convex_area1,1,convex,31
shape5,concave_area1,6,57,same,7,1951.1,v001,different,shape5_concave_area1,0,concave,31
shape3,concave_area2,6,58,different,8,2394.5,v001,different,shape3_concave_area2,1,concave,31
shape4,no_change1,6,59,same,8,1120.2,v001,same,shape4_no_change1,1,none,31
shape7,no_change5,6,60,same,9,856.3,v001,same,shape7_no_change5,1,none,31
shape6,no_change6,6,61,same,9,940,v001,same,shape6_no_change6,1,none,31
catch_shape,no_change3,6,62,same,9,2904.8,v001,same,catch_shape_no_change3,1,none,31
shape3,convex_area2,7,63,same,8,1261.2,v001,different,shape3_convex_area2,0,convex,31
shape7,no_change4,7,64,different,7,2470.3,v001,same,shape7_no_change4,0,none,31
shape2,concave_nofill_area2,7,65,different,8,2666,v001,different,shape2_concave_nofill_area2,1,concave_nofill,31
shape1,concave_area1,7,66,different,7,3530.5,v001,different,shape1_concave_area1,1,concave,31
catch_shape,no_change6,7,67,same,9,1110,v001,same,catch_shape_no_change6,1,none,31
shape4,no_change2,7,68,different,8,3976.4,v001,same,shape4_no_change2,0,none,31
shape6,concave_nofill_area1,7,69,different,6,6133.8,v001,different,shape6_concave_nofill_area1,1,concave_nofill,31
shape5,concave_nofill_area2,7,70,different,9,1232.1,v001,different,shape5_concave_nofill_area2,1,concave_nofill,31
shape8,convex_area2,7,71,different,8,2560.5,v001,different,shape8_convex_area2,1,convex,31
shape7,concave_nofill_area2,8,72,different,9,1456.8,v001,different,shape7_concave_nofill_area2,1,concave_nofill,31
shape8,no_change3,8,73,same,7,2782.6,v001,same,shape8_no_change3,1,none,31
shape1,no_change6,8,74,different,8,1591.5,v001,same,shape1_no_change6,0,none,31
shape2,convex_area2,8,75,different,9,1125.8,v001,different,shape2_convex_area2,1,convex,31
shape5,convex_area2,8,76,different,9,2602.5,v001,different,shape5_convex_area2,1,convex,31
catch_shape,no_change2,8,77,same,9,2964.9,v001,same,catch_shape_no_change2,1,none,31
shape4,convex_area2,8,78,same,7,2841.1,v001,different,shape4_convex_area2,0,convex,31
shape3,no_change6,8,79,same,7,3145.8,v001,same,shape3_no_change6,1,none,31
shape6,no_change5,8,80,same,8,2130.7,v001,same,shape6_no_change5,1,none,31
shape8,no_change4,9,81,same,8,1350.9,v001,same,shape8_no_change4,1,none,31
shape2,concave_nofill_area1,9,82,different,9,1693.9,v001,different,shape2_concave_nofill_area1,1,concave_nofill,31
shape1,concave_nofill_area2,9,83,different,8,1882.3,v001,different,shape1_concave_nofill_area2,1,concave_nofill,31
shape3,concave_nofill_area2,9,84,different,8,1823.4,v001,different,shape3_concave_nofill_area2,1,concave_nofill,31
shape7,convex_area2,9,85,different,7,2827.7,v001,different,shape7_convex_area2,1,convex,31
shape5,no_change6,9,86,same,8,4957.6,v001,same,shape5_no_change6,1,none,31
shape6,convex_area2,9,87,different,7,3572,v001,different,shape6_convex_area2,1,convex,31
catch_shape,no_change1,9,88,same,9,1652.3,v001,same,catch_shape_no_change1,1,none,31
shape4,concave_nofill_area2,9,89,different,9,1532.1,v001,different,shape4_concave_nofill_area2,1,concave_nofill,31
shape7,no_change1,10,90,same,8,2197.5,v001,same,shape7_no_change1,1,none,31
shape5,no_change5,10,91,different,8,1867.2,v001,same,shape5_no_change5,0,none,31
shape8,no_change5,10,92,same,8,1766.3,v001,same,shape8_no_change5,1,none,31
shape2,no_change1,10,93,same,7,3363.7,v001,same,shape2_no_change1,1,none,31
shape6,convex_area1,10,94,different,9,1963.4,v001,different,shape6_convex_area1,1,convex,31
catch_shape,change3,10,95,different,9,2078.6,v001,different,catch_shape_change3,1,none,31
shape4,no_change6,10,96,same,8,1009.1,v001,same,shape4_no_change6,1,none,31
shape1,convex_area2,10,97,different,8,1656.7,v001,different,shape1_convex_area2,1,convex,31
shape3,convex_area1,10,98,same,7,2849.7,v001,different,shape3_convex_area1,0,convex,31
shape2,concave_area1,11,99,different,9,1235.3,v001,different,shape2_concave_area1,1,concave,31
shape8,no_change6,11,100,same,9,1904,v001,same,shape8_no_change6,1,none,31
shape3,concave_area1,11,101,same,7,3659,v001,different,shape3_concave_area1,0,concave,31
shape6,concave_area2,11,102,same,7,1240.5,v001,different,shape6_concave_area2,0,concave,31
shape1,no_change1,11,103,same,8,2020.7,v001,same,shape1_no_change1,1,none,31
catch_shape,no_change5,11,104,same,9,1727.4,v001,same,catch_shape_no_change5,1,none,31
shape4,concave_nofill_area1,11,105,different,9,1513.1,v001,different,shape4_concave_nofill_area1,1,concave_nofill,31
shape5,convex_area1,11,106,different,9,2084.8,v001,different,shape5_convex_area1,1,convex,31
shape7,concave_nofill_area1,11,107,different,9,1717.6,v001,different,shape7_concave_nofill_area1,1,concave_nofill,31
shape1,no_change4,0,0,same,9,3301.3,v001,same,shape1_no_change4,1,none,32
shape2,convex_area2,0,1,same,9,1117.7,v001,different,shape2_convex_area2,0,convex,32
catch_shape,no_change2,0,2,same,9,690.1,v001,same,catch_shape_no_change2,1,none,32
shape3,no_change6,0,3,same,9,741,v001,same,shape3_no_change6,1,none,32
shape4,no_change2,0,4,same,9,682.2,v001,same,shape4_no_change2,1,none,32
shape8,convex_area1,0,5,same,9,1466.6,v001,different,shape8_convex_area1,0,convex,32
shape5,no_change5,0,6,same,9,509.6,v001,same,shape5_no_change5,1,none,32
shape6,no_change1,0,7,same,9,1127.8,v001,same,shape6_no_change1,1,none,32
shape7,concave_nofill_area2,0,8,same,9,1147.2,v001,different,shape7_concave_nofill_area2,0,concave_nofill,32
shape1,concave_area1,1,9,same,9,1291.4,v001,different,shape1_concave_area1,0,concave,32
catch_shape,change6,1,10,different,9,1598.4,v001,different,catch_shape_change6,1,none,32
shape5,no_change3,1,11,same,9,1017.1,v001,same,shape5_no_change3,1,none,32
shape6,concave_area1,1,12,same,9,1031.4,v001,different,shape6_concave_area1,0,concave,32
shape3,concave_nofill_area2,1,13,same,9,943.6,v001,different,shape3_concave_nofill_area2,0,concave_nofill,32
shape7,no_change1,1,14,same,9,942.6,v001,same,shape7_no_change1,1,none,32
shape2,convex_area1,1,15,same,9,819.6,v001,different,shape2_convex_area1,0,convex,32
shape4,no_change1,1,16,same,9,737.7,v001,same,shape4_no_change1,1,none,32
shape8,concave_area1,1,17,same,9,835.1,v001,different,shape8_concave_area1,0,concave,32
shape3,no_change5,2,18,same,9,883.9,v001,same,shape3_no_change5,1,none,32
shape8,no_change2,2,19,same,9,1039.1,v001,same,shape8_no_change2,1,none,32
catch_shape,change1,2,20,different,9,1148.5,v001,different,catch_shape_change1,1,none,32
shape4,no_change6,2,21,same,9,1011.6,v001,same,shape4_no_change6,1,none,32
shape2,no_change1,2,22,same,9,841.6,v001,same,shape2_no_change1,1,none,32
shape5,convex_area1,2,23,same,9,45867.8,v001,different,shape5_convex_area1,0,convex,32
shape6,concave_nofill_area2,2,24,same,9,1466.1,v001,different,shape6_concave_nofill_area2,0,concave_nofill,32
shape1,concave_nofill_area1,2,25,same,9,732.5,v001,different,shape1_concave_nofill_area1,0,concave_nofill,32
shape7,concave_area2,2,26,same,9,1928.2,v001,different,shape7_concave_area2,0,concave,32
