folder_name,gt_distance,distance_to_boundary,distance_to_centroid,frame_used
flipped_F_concave_5,5,186.0,225.91963012771393,272
flipped_G_concave_7,7,202.0,231.3491829417941,266
B_concave_5,5,173.0,204.91133046409632,292
flipped_G_convex_7,7,253.0,279.204051070691,235
flipped_H_convex_2,2,185.0,232.49804855508543,268
flipped_G_concave_6,6,197.0,224.3440156385731,273
flipped_C_convex_4,4,181.0,217.98824435779892,288
A_concave_3,3,169.0,205.3441933300314,291
H_concave_8,8,501.0,253.84062874306971,250
A_concave_2,2,167.0,204.88854332874678,295
D_convex_6,6,193.0,234.30966333786736,270
flipped_warmup_1,1,146.0,194.59055733508856,305
flipped_G_convex_9,9,291.0,302.7107528981121,203
E_convex_3,3,179.0,224.04750779794736,280
F_concave_0,0,166.0,204.39216214330904,292
flipped_E_concave_2,2,198.0,220.0706568155668,277
D_convex_0,0,166.0,204.7717065449353,295
D_concave_0,0,143.0,182.2069275598425,306
H_concave_6,6,501.0,220.93613239227298,270
flipped_B_concave_4,4,175.0,205.64564215448922,297
flipped_F_convex_2,2,186.0,225.01552845962073,278
flipped_D_concave_3,3,166.0,201.5808268608908,294
A_concave_4,4,177.0,212.19696804893346,287
flipped_F_concave_8,8,204.0,246.48538043230946,247
H_convex_8,8,233.0,278.69157793724906,231
exp_6,6,167.0,215.6199850729492,284
flipped_A_convex_8,8,237.0,266.39080534065283,239
F_convex_8,8,225.0,260.716728328868,241
G_convex_8,8,501.0,282.3541404950071,222
B_concave_0,0,153.0,186.08917237863974,312
flipped_D_convex_8,8,210.0,253.21135657358437,250
exp_0,0,142.0,191.1766719480288,309
flipped_H_concave_0,0,501.0,176.42013113653334,291
flipped_warmup_2,2,150.0,199.36166227746358,301
G_convex_6,6,501.0,263.02052007188325,242
flipped_E_concave_4,4,201.0,227.6127227390062,269
flipped_D_concave_1,1,149.0,191.39238046160943,302
flipped_G_convex_3,3,233.0,256.98501584853835,255
B_convex_6,6,197.0,228.41490764015887,272
exp_4,4,158.0,207.23897382988238,293
flipped_G_convex_5,5,240.0,263.1968100314867,247
D_concave_8,8,194.0,231.97536340827926,261
D_concave_4,4,161.0,202.7182736147233,290
flipped_A_convex_0,0,190.0,218.41876665454706,284
flipped_C_convex_8,8,208.0,246.4257050964449,259
B_concave_7,7,186.0,217.81625069056622,280
flipped_C_convex_7,7,194.0,230.50522105596178,272
flipped_D_convex_7,7,201.0,237.75775812367195,263
E_convex_1,1,170.0,215.7571926517093,288
F_concave_4,4,177.0,221.36857589987218,276
flipped_D_convex_4,4,180.0,224.3591103844345,279
flipped_F_concave_6,6,194.0,231.36209471494737,267
D_convex_3,3,181.0,221.9447782971244,283
C_concave_2,2,167.0,200.6140598745485,298
flipped_C_concave_7,7,192.0,224.4642588540281,274
H_concave_9,9,239.0,269.6131437437045,231
C_convex_5,5,174.0,213.40645918852286,284
flipped_H_concave_3,3,185.0,190.55221539833744,283
H_concave_7,7,214.0,239.0217637702444,263
H_convex_4,4,203.0,248.78229435842255,260
F_concave_3,3,177.0,215.3680727679125,280
flipped_F_convex_4,4,196.0,233.40331546834736,270
H_convex_7,7,224.0,254.8280764578887,244
flipped_A_convex_1,1,192.0,222.01597187071752,280
flipped_B_concave_3,3,151.0,192.78911470213595,300
flipped_B_convex_1,1,173.0,207.4495356877563,293
E_concave_8,8,240.0,257.40953424688144,240
F_convex_7,7,214.0,249.20200248189474,254
H_convex_1,1,189.0,232.0744407358274,272
warmup_4,4,158.0,207.23897382988238,293
F_convex_9,9,247.0,281.01614113366037,222
flipped_E_concave_3,3,201.0,225.32159404779821,273
flipped_D_convex_1,1,169.0,207.70242287621463,291
C_concave_3,3,178.0,199.671969238462,294
flipped_B_convex_8,8,215.0,248.57146548469385,252
F_concave_9,9,222.0,268.21601295868805,228
flipped_A_concave_7,7,186.0,223.3880910357776,271
flipped_B_concave_1,1,145.0,185.91253018632176,308
flipped_H_convex_9,9,246.0,289.245180158493,212
flipped_C_concave_5,5,179.0,211.24018139092288,286
flipped_F_concave_7,7,200.0,238.0268977096257,260
flipped_G_concave_0,0,177.0,198.66160157519442,299
C_convex_2,2,169.0,206.646022565926,296
C_concave_0,0,158.0,187.17525104662064,306
G_concave_5,5,501.0,198.9034999622035,278
flipped_H_concave_4,4,220.0,220.87803222559856,279
flipped_F_convex_6,6,196.0,239.08600393477727,261
flipped_E_concave_0,0,185.0,212.8650233634568,285
H_convex_6,6,214.0,253.171621327687,251
flipped_C_convex_1,1,165.0,205.01146986717112,300
F_convex_5,5,203.0,237.0616287418367,266
H_concave_2,2,160.0,184.2396048578542,287
warmup_3,3,157.0,204.7212206358848,297
C_concave_9,9,223.0,255.52557080668456,242
flipped_C_concave_6,6,184.0,215.94233439590676,281
flipped_A_concave_1,1,156.0,196.10346433015374,299
D_convex_5,5,187.0,225.5307564003231,275
exp_9,9,206.0,255.05488123679518,245
flipped_C_convex_0,0,156.0,197.55498853095926,304
A_convex_4,4,209.0,233.89271253629508,268
A_convex_9,9,285.0,287.6621976323487,220
