folder_name,gt_distance,distance_to_boundary,distance_to_centroid,frame_used
C_convex_2,2,141.0,206.646022565926,296
C_concave_0,0,114.0,187.17525104662064,306
G_concave_5,5,134.0,198.9034999622035,278
flipped_H_concave_4,4,123.0,220.87803222559856,279
flipped_F_convex_6,6,155.0,239.08600393477727,261
flipped_E_concave_0,0,132.0,212.8650233634568,285
H_convex_6,6,164.0,253.171621327687,251
flipped_C_convex_1,1,137.0,205.01146986717112,300
F_convex_5,5,159.0,237.0616287418367,266
H_concave_2,2,120.0,184.2396048578542,287
warmup_3,3,132.0,204.7212206358848,297
C_concave_9,9,185.0,255.52557080668456,242
flipped_C_concave_6,6,144.0,215.94233439590676,281
flipped_A_concave_1,1,118.0,196.10346433015374,299
D_convex_5,5,153.0,225.5307564003231,275
exp_9,9,181.0,255.05488123679518,245
flipped_C_convex_0,0,126.0,197.55498853095926,304
A_convex_4,4,159.0,233.89271253629508,268
A_convex_9,9,213.0,287.6621976323487,220
