folder_name,gt_distance,distance_to_boundary,distance_to_centroid,frame_used
flipped_H_convex_9,9,129.0,192.7128220378433,312
flipped_C_concave_5,5,64.0,116.00744813860501,386
flipped_F_concave_7,7,34.0,113.48850651861525,360
flipped_G_concave_0,0,-2.0,77.8774308070796,399
C_convex_2,2,45.0,101.14398493967417,396
C_concave_0,0,9.0,74.74466954441067,406
G_concave_5,5,501.0,96.44180774977946,378
flipped_H_concave_4,4,37.0,113.0957895010091,379
flipped_F_convex_6,6,88.0,142.49504422087116,361
flipped_E_concave_0,0,53.0,111.0539665978275,385
H_convex_6,6,90.0,158.17818627167352,351
flipped_C_convex_1,1,59.0,103.49376851385301,400
F_convex_5,5,83.0,137.2430719228043,366
H_concave_2,2,-67.0,26.70547426893137,387
warmup_3,3,49.0,106.51008317387836,397
C_concave_9,9,106.0,156.17657526841455,342
flipped_C_concave_6,6,52.0,109.7940865362312,381
flipped_A_concave_1,1,21.0,88.46321165052403,399
D_convex_5,5,70.0,128.3280622722209,375
exp_9,9,95.0,154.8955985319142,345
flipped_C_convex_0,0,40.0,94.6515958688926,404
A_convex_4,4,87.0,134.71596266800375,368
A_convex_9,9,144.0,185.0586953526295,320
