shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape8,convex_area2,5,48,different,9,1759.4,control,different,shape8_convex_area2,1,convex,26
shape4,no_change1,5,49,same,9,2377.2,control,same,shape4_no_change1,1,none,26
shape1,no_change3,5,50,same,7,1491.3,control,same,shape1_no_change3,1,none,26
shape5,concave_area1,5,51,different,9,1622.6,control,different,shape5_concave_area1,1,concave,26
catch_shape,change4,5,52,different,9,1655.4,control,different,catch_shape_change4,1,none,26
shape2,no_change4,5,53,same,7,2082,control,same,shape2_no_change4,1,none,26
shape7,no_change2,6,54,same,8,3642.9,control,same,shape7_no_change2,1,none,26
shape8,concave_nofill_area2,6,55,different,9,2150.3,control,different,shape8_concave_nofill_area2,1,concave_nofill,26
shape1,no_change2,6,56,same,8,2113.8,control,same,shape1_no_change2,1,none,26
shape2,no_change5,6,57,different,6,2376.5,control,same,shape2_no_change5,0,none,26
shape4,no_change4,6,58,different,5,2766.6,control,same,shape4_no_change4,0,none,26
shape3,concave_nofill_area2,6,59,different,3,1789.9,control,different,shape3_concave_nofill_area2,1,concave_nofill,26
shape6,concave_nofill_area1,6,60,different,9,1105.3,control,different,shape6_concave_nofill_area1,1,concave_nofill,26
catch_shape,no_change3,6,61,same,9,1378.9,control,same,catch_shape_no_change3,1,none,26
shape5,no_change3,6,62,same,7,1989.2,control,same,shape5_no_change3,1,none,26
shape1,no_change1,7,63,same,7,1543.9,control,same,shape1_no_change1,1,none,26
shape6,concave_area1,7,64,different,5,2361.1,control,different,shape6_concave_area1,1,concave,26
shape2,no_change6,7,65,same,8,2242,control,same,shape2_no_change6,1,none,26
shape7,concave_area1,7,66,different,9,2782.8,control,different,shape7_concave_area1,1,concave,26
shape4,concave_area2,7,67,different,9,1733.1,control,different,shape4_concave_area2,1,concave,26
shape8,no_change6,7,68,same,8,1299.6,control,same,shape8_no_change6,1,none,26
shape5,convex_area2,7,69,different,9,2007.7,control,different,shape5_convex_area2,1,convex,26
shape3,no_change2,7,70,different,3,1940.8,control,same,shape3_no_change2,0,none,26
catch_shape,change1,7,71,different,9,1731.5,control,different,catch_shape_change1,1,none,26
shape1,concave_nofill_area2,8,72,different,9,1576.9,control,different,shape1_concave_nofill_area2,1,concave_nofill,26
shape6,no_change5,8,73,same,8,1723.9,control,same,shape6_no_change5,1,none,26
shape2,convex_area2,8,74,different,9,1265.2,control,different,shape2_convex_area2,1,convex,26
shape4,convex_area1,8,75,different,9,1415,control,different,shape4_convex_area1,1,convex,26
shape7,concave_nofill_area1,8,76,different,9,1705.3,control,different,shape7_concave_nofill_area1,1,concave_nofill,26
shape8,no_change2,8,77,same,7,2850.3,control,same,shape8_no_change2,1,none,26
shape5,no_change1,8,78,same,7,2697.5,control,same,shape5_no_change1,1,none,26
shape3,no_change3,8,79,same,7,1411.9,control,same,shape3_no_change3,1,none,26
catch_shape,no_change1,8,80,same,9,1548.1,control,same,catch_shape_no_change1,1,none,26
shape7,no_change1,9,81,same,8,1433.4,control,same,shape7_no_change1,1,none,26
shape2,concave_area1,9,82,different,9,1193,control,different,shape2_concave_area1,1,concave,26
catch_shape,change3,9,83,different,9,1572.8,control,different,catch_shape_change3,1,none,26
shape4,no_change6,9,84,same,9,1554,control,same,shape4_no_change6,1,none,26
shape8,concave_area1,9,85,same,9,2824.1,control,different,shape8_concave_area1,0,concave,26
shape5,no_change2,9,86,different,3,3051,control,same,shape5_no_change2,0,none,26
shape1,convex_area1,9,87,different,9,1782.2,control,different,shape1_convex_area1,1,convex,26
shape3,no_change5,9,88,same,6,1716.1,control,same,shape3_no_change5,1,none,26
shape6,no_change6,9,89,same,8,1669.7,control,same,shape6_no_change6,1,none,26
shape7,no_change6,10,90,same,9,1543.5,control,same,shape7_no_change6,1,none,26
shape2,concave_area2,10,91,different,9,1400.2,control,different,shape2_concave_area2,1,concave,26
catch_shape,no_change6,10,92,same,9,1920.6,control,same,catch_shape_no_change6,1,none,26
shape4,concave_nofill_area2,10,93,different,9,1851.7,control,different,shape4_concave_nofill_area2,1,concave_nofill,26
shape1,convex_area2,10,94,different,8,1265.5,control,different,shape1_convex_area2,1,convex,26
shape5,concave_nofill_area2,10,95,different,9,1475.2,control,different,shape5_concave_nofill_area2,1,concave_nofill,26
shape3,no_change4,10,96,same,8,1396.8,control,same,shape3_no_change4,1,none,26
shape6,convex_area1,10,97,different,9,1594,control,different,shape6_convex_area1,1,convex,26
shape8,no_change1,10,98,same,9,1722,control,same,shape8_no_change1,1,none,26
shape8,convex_area1,11,99,different,9,1816.8,control,different,shape8_convex_area1,1,convex,26
shape1,concave_nofill_area1,11,100,different,9,1333.7,control,different,shape1_concave_nofill_area1,1,concave_nofill,26
shape7,convex_area2,11,101,different,9,1775.9,control,different,shape7_convex_area2,1,convex,26
shape2,concave_nofill_area1,11,102,different,9,1260.9,control,different,shape2_concave_nofill_area1,1,concave_nofill,26
shape3,concave_area1,11,103,same,6,1640.1,control,different,shape3_concave_area1,0,concave,26
catch_shape,no_change2,11,104,same,9,1953,control,same,catch_shape_no_change2,1,none,26
shape6,no_change1,11,105,same,9,2822.5,control,same,shape6_no_change1,1,none,26
shape5,no_change5,11,106,same,7,2720.3,control,same,shape5_no_change5,1,none,26
shape4,no_change2,11,107,same,8,1603.5,control,same,shape4_no_change2,1,none,26
shape4,no_change1,0,0,same,8,7028.2,control,same,shape4_no_change1,1,none,27
catch_shape,no_change6,0,1,same,7,2053.1,control,same,catch_shape_no_change6,1,none,27
shape3,concave_area1,0,2,different,3,3830.5,control,different,shape3_concave_area1,1,concave,27
shape5,concave_area2,0,3,different,6,1767.7,control,different,shape5_concave_area2,1,concave,27
shape2,no_change4,0,4,same,4,2327.1,control,same,shape2_no_change4,1,none,27
shape1,no_change1,0,5,same,5,1557.7,control,same,shape1_no_change1,1,none,27
shape8,no_change6,0,6,same,6,1160.2,control,same,shape8_no_change6,1,none,27
shape6,no_change1,0,7,different,4,1897.7,control,same,shape6_no_change1,0,none,27
shape7,no_change6,0,8,same,6,1089.4,control,same,shape7_no_change6,1,none,27
shape8,no_change4,1,9,same,5,1621.3,control,same,shape8_no_change4,1,none,27
shape7,concave_area1,1,10,same,5,947.4,control,different,shape7_concave_area1,0,concave,27
shape2,convex_area2,1,11,different,9,1439.6,control,different,shape2_convex_area2,1,convex,27
shape1,concave_nofill_area2,1,12,different,7,1649.4,control,different,shape1_concave_nofill_area2,1,concave_nofill,27
shape5,no_change1,1,13,different,7,1746.1,control,same,shape5_no_change1,0,none,27
shape3,no_change5,1,14,same,4,1184.5,control,same,shape3_no_change5,1,none,27
shape4,no_change2,1,15,same,6,1414.1,control,same,shape4_no_change2,1,none,27
shape6,convex_area1,1,16,different,8,1585.4,control,different,shape6_convex_area1,1,convex,27
catch_shape,no_change1,1,17,same,8,979.7,control,same,catch_shape_no_change1,1,none,27
shape5,convex_area1,2,18,different,9,1450.6,control,different,shape5_convex_area1,1,convex,27
shape4,no_change3,2,19,same,8,1463.9,control,same,shape4_no_change3,1,none,27
shape7,concave_nofill_area2,2,20,different,9,1223.6,control,different,shape7_concave_nofill_area2,1,concave_nofill,27
shape8,convex_area1,2,21,different,8,1142.3,control,different,shape8_convex_area1,1,convex,27
shape6,convex_area2,2,22,different,9,1141,control,different,shape6_convex_area2,1,convex,27
catch_shape,no_change4,2,23,same,8,1205.8,control,same,catch_shape_no_change4,1,none,27
shape3,convex_area2,2,24,different,8,1272.3,control,different,shape3_convex_area2,1,convex,27
shape2,concave_nofill_area1,2,25,different,9,870.3,control,different,shape2_concave_nofill_area1,1,concave_nofill,27
shape1,no_change2,2,26,same,7,601.9,control,same,shape1_no_change2,1,none,27
shape8,no_change1,3,27,same,7,853.8,control,same,shape8_no_change1,1,none,27
shape5,no_change2,3,28,same,6,1146.4,control,same,shape5_no_change2,1,none,27
shape3,concave_nofill_area2,3,29,different,7,1320.2,control,different,shape3_concave_nofill_area2,1,concave_nofill,27
shape6,no_change2,3,30,same,6,848.6,control,same,shape6_no_change2,1,none,27
shape2,no_change3,3,31,same,8,810.6,control,same,shape2_no_change3,1,none,27
shape4,concave_area2,3,32,different,9,1274.5,control,different,shape4_concave_area2,1,concave,27
shape1,no_change5,3,33,same,8,615,control,same,shape1_no_change5,1,none,27
catch_shape,change1,3,34,different,9,1186.8,control,different,catch_shape_change1,1,none,27
shape7,no_change5,3,35,same,7,1898.5,control,same,shape7_no_change5,1,none,27
shape4,no_change4,4,36,same,8,596.1,control,same,shape4_no_change4,1,none,27
shape1,concave_nofill_area1,4,37,different,8,916.9,control,different,shape1_concave_nofill_area1,1,concave_nofill,27
shape7,convex_area1,4,38,different,9,948.6,control,different,shape7_convex_area1,1,convex,27
shape6,no_change6,4,39,same,7,898.5,control,same,shape6_no_change6,1,none,27
shape8,concave_area2,4,40,different,7,1014.3,control,different,shape8_concave_area2,1,concave,27
shape2,no_change2,4,41,same,8,759.7,control,same,shape2_no_change2,1,none,27
catch_shape,change2,4,42,different,9,773.6,control,different,catch_shape_change2,1,none,27
shape3,no_change6,4,43,different,6,999.1,control,same,shape3_no_change6,0,none,27
shape5,no_change5,4,44,same,6,1031,control,same,shape5_no_change5,1,none,27
shape7,no_change4,5,45,same,8,999.8,control,same,shape7_no_change4,1,none,27
shape2,no_change6,5,46,same,8,565.6,control,same,shape2_no_change6,1,none,27
shape1,no_change4,5,47,same,7,696.4,control,same,shape1_no_change4,1,none,27
shape6,concave_nofill_area1,5,48,different,9,962.2,control,different,shape6_concave_nofill_area1,1,concave_nofill,27
shape3,no_change4,5,49,same,7,964.7,control,same,shape3_no_change4,1,none,27
catch_shape,change6,5,50,different,9,963.8,control,different,catch_shape_change6,1,none,27
shape4,convex_area2,5,51,different,9,714.3,control,different,shape4_convex_area2,1,convex,27
shape8,no_change5,5,52,same,8,645,control,same,shape8_no_change5,1,none,27
shape5,no_change3,5,53,same,7,616.6,control,same,shape5_no_change3,1,none,27
shape4,no_change6,6,54,same,8,745.5,control,same,shape4_no_change6,1,none,27
shape1,no_change3,6,55,same,7,631,control,same,shape1_no_change3,1,none,27
shape6,no_change3,6,56,same,7,562.9,control,same,shape6_no_change3,1,none,27
shape2,convex_area1,6,57,different,9,944.7,control,different,shape2_convex_area1,1,convex,27
shape3,no_change1,6,58,same,7,562.5,control,same,shape3_no_change1,1,none,27
shape8,no_change3,6,59,same,6,698.3,control,same,shape8_no_change3,1,none,27
catch_shape,no_change5,6,60,same,9,834.8,control,same,catch_shape_no_change5,1,none,27
shape7,no_change3,6,61,same,9,770.8,control,same,shape7_no_change3,1,none,27
shape5,convex_area2,6,62,different,9,681.7,control,different,shape5_convex_area2,1,convex,27
catch_shape,no_change3,7,63,same,9,602.6,control,same,catch_shape_no_change3,1,none,27
shape6,concave_area2,7,64,same,5,1444.2,control,different,shape6_concave_area2,0,concave,27
shape1,concave_area1,7,65,different,8,947,control,different,shape1_concave_area1,1,concave,27
shape2,no_change5,7,66,same,7,696.8,control,same,shape2_no_change5,1,none,27
shape3,concave_nofill_area1,7,67,different,8,964.5,control,different,shape3_concave_nofill_area1,1,concave_nofill,27
shape4,no_change5,7,68,same,8,679.2,control,same,shape4_no_change5,1,none,27
shape5,concave_nofill_area1,7,69,different,9,713.2,control,different,shape5_concave_nofill_area1,1,concave_nofill,27
shape7,convex_area2,7,70,different,5,1714.7,control,different,shape7_convex_area2,1,convex,27
shape8,concave_nofill_area2,7,71,different,9,1009.2,control,different,shape8_concave_nofill_area2,1,concave_nofill,27
shape3,no_change2,8,72,same,7,1300.1,control,same,shape3_no_change2,1,none,27
shape8,convex_area2,8,73,different,9,1113.9,control,different,shape8_convex_area2,1,convex,27
shape1,convex_area1,8,74,different,9,920.2,control,different,shape1_convex_area1,1,convex,27
shape2,concave_area1,8,75,different,5,2328,control,different,shape2_concave_area1,1,concave,27
shape7,concave_nofill_area1,8,76,different,9,854.9,control,different,shape7_concave_nofill_area1,1,concave_nofill,27
shape4,concave_nofill_area2,8,77,different,9,1143.1,control,different,shape4_concave_nofill_area2,1,concave_nofill,27
catch_shape,change3,8,78,different,9,826.3,control,different,catch_shape_change3,1,none,27
shape5,no_change4,8,79,different,5,1431.6,control,same,shape5_no_change4,0,none,27
shape6,no_change5,8,80,same,7,827.2,control,same,shape6_no_change5,1,none,27
shape7,concave_area2,9,81,different,7,913.8,control,different,shape7_concave_area2,1,concave,27
shape2,no_change1,9,82,same,8,549.8,control,same,shape2_no_change1,1,none,27
shape5,concave_nofill_area2,9,83,different,9,501.5,control,different,shape5_concave_nofill_area2,1,concave_nofill,27
shape4,concave_area1,9,84,different,8,983.7,control,different,shape4_concave_area1,1,concave,27
shape3,no_change3,9,85,same,7,866.1,control,same,shape3_no_change3,1,none,27
shape8,no_change2,9,86,same,7,530.3,control,same,shape8_no_change2,1,none,27
shape1,concave_area2,9,87,different,8,809.9,control,different,shape1_concave_area2,1,concave,27
shape6,concave_area1,9,88,different,8,838.6,control,different,shape6_concave_area1,1,concave,27
catch_shape,change5,9,89,different,9,920.4,control,different,catch_shape_change5,1,none,27
shape6,no_change4,10,90,same,8,805.4,control,same,shape6_no_change4,1,none,27
shape4,convex_area1,10,91,different,9,837.9,control,different,shape4_convex_area1,1,convex,27
catch_shape,change4,10,92,different,9,793.6,control,different,catch_shape_change4,1,none,27
shape7,no_change2,10,93,same,8,705.5,control,same,shape7_no_change2,1,none,27
shape3,concave_area2,10,94,different,6,1029.1,control,different,shape3_concave_area2,1,concave,27
shape2,concave_area2,10,95,different,9,758.9,control,different,shape2_concave_area2,1,concave,27
shape1,convex_area2,10,96,different,9,872.7,control,different,shape1_convex_area2,1,convex,27
shape8,concave_nofill_area1,10,97,different,9,818.2,control,different,shape8_concave_nofill_area1,1,concave_nofill,27
shape5,concave_area1,10,98,different,7,873,control,different,shape5_concave_area1,1,concave,27
shape1,no_change6,11,99,same,7,595.6,control,same,shape1_no_change6,1,none,27
shape4,concave_nofill_area1,11,100,different,9,801.4,control,different,shape4_concave_nofill_area1,1,concave_nofill,27
shape7,no_change1,11,101,same,5,1746,control,same,shape7_no_change1,1,none,27
shape8,concave_area1,11,102,different,8,787.5,control,different,shape8_concave_area1,1,concave,27
shape5,no_change6,11,103,same,5,1446.2,control,same,shape5_no_change6,1,none,27
shape6,concave_nofill_area2,11,104,different,8,840.9,control,different,shape6_concave_nofill_area2,1,concave_nofill,27
shape2,concave_nofill_area2,11,105,different,9,710.9,control,different,shape2_concave_nofill_area2,1,concave_nofill,27
shape3,convex_area1,11,106,different,7,758.8,control,different,shape3_convex_area1,1,convex,27
catch_shape,no_change2,11,107,same,9,600.4,control,same,catch_shape_no_change2,1,none,27
shape1,no_change5,0,0,same,1,8643,control,same,shape1_no_change5,1,none,28
shape2,concave_area1,0,1,same,1,2571,control,different,shape2_concave_area1,0,concave,28
shape5,no_change6,0,2,same,1,1563,control,same,shape5_no_change6,1,none,28
shape3,no_change3,0,3,same,1,1709,control,same,shape3_no_change3,1,none,28
shape6,no_change1,0,4,same,1,1969,control,same,shape6_no_change1,1,none,28
shape4,no_change6,0,5,same,1,1158,control,same,shape4_no_change6,1,none,28
shape8,no_change2,0,6,same,1,2613,control,same,shape8_no_change2,1,none,28
catch_shape,no_change2,0,7,same,1,2194,control,same,catch_shape_no_change2,1,none,28
shape7,no_change3,0,8,same,1,2725,control,same,shape7_no_change3,1,none,28
shape1,no_change4,1,9,same,1,1747,control,same,shape1_no_change4,1,none,28
shape3,no_change1,1,10,same,1,2573,control,same,shape3_no_change1,1,none,28
shape4,no_change1,1,11,same,1,2050,control,same,shape4_no_change1,1,none,28
shape2,no_change3,1,12,same,1,1755,control,same,shape2_no_change3,1,none,28
shape5,no_change4,1,13,same,1,1563,control,same,shape5_no_change4,1,none,28
shape7,no_change2,1,14,same,1,1443,control,same,shape7_no_change2,1,none,28
shape8,no_change3,1,15,same,1,945,control,same,shape8_no_change3,1,none,28
shape6,concave_area1,1,16,same,2,11345,control,different,shape6_concave_area1,0,concave,28
catch_shape,no_change1,1,17,same,9,2072,control,same,catch_shape_no_change1,1,none,28
shape3,concave_area2,2,18,same,9,1052,control,different,shape3_concave_area2,0,concave,28
shape1,no_change3,2,19,same,9,1438,control,same,shape1_no_change3,1,none,28
shape2,no_change4,2,20,same,9,1739,control,same,shape2_no_change4,1,none,28
shape4,no_change3,2,21,same,4,3179,control,same,shape4_no_change3,1,none,28
shape5,no_change2,2,22,same,9,1252,control,same,shape5_no_change2,1,none,28
shape7,no_change6,2,23,same,9,981,control,same,shape7_no_change6,1,none,28
shape6,no_change2,2,24,same,9,1237,control,same,shape6_no_change2,1,none,28
shape8,no_change4,2,25,same,9,1843,control,same,shape8_no_change4,1,none,28
catch_shape,no_change4,2,26,same,9,1012,control,same,catch_shape_no_change4,1,none,28
shape2,no_change1,3,27,same,9,3739,control,same,shape2_no_change1,1,none,28
shape1,no_change2,3,28,same,9,1260,control,same,shape1_no_change2,1,none,28
shape3,no_change2,3,29,same,9,1428,control,same,shape3_no_change2,1,none,28
shape4,no_change2,3,30,same,9,871,control,same,shape4_no_change2,1,none,28
shape5,no_change1,3,31,same,9,1412,control,same,shape5_no_change1,1,none,28
shape7,no_change1,3,32,same,9,1117,control,same,shape7_no_change1,1,none,28
shape8,no_change5,3,33,same,9,940,control,same,shape8_no_change5,1,none,28
catch_shape,no_change3,3,34,same,9,1365,control,same,catch_shape_no_change3,1,none,28
shape6,no_change4,3,35,same,9,1918,control,same,shape6_no_change4,1,none,28
shape1,no_change1,4,36,same,9,1069,control,same,shape1_no_change1,1,none,28
shape3,concave_area1,4,37,same,9,956,control,different,shape3_concave_area1,0,concave,28
shape4,no_change4,4,38,same,9,2132,control,same,shape4_no_change4,1,none,28
shape2,no_change2,4,39,same,9,2715,control,same,shape2_no_change2,1,none,28
shape5,no_change3,4,40,same,9,1178,control,same,shape5_no_change3,1,none,28
shape7,no_change5,4,41,same,9,1820,control,same,shape7_no_change5,1,none,28
shape8,no_change1,4,42,same,9,1646,control,same,shape8_no_change1,1,none,28
catch_shape,no_change6,4,43,same,9,1542,control,same,catch_shape_no_change6,1,none,28
shape6,no_change5,4,44,same,9,1122,control,same,shape6_no_change5,1,none,28
shape1,concave_area1,5,45,same,9,1861,control,different,shape1_concave_area1,0,concave,28
shape3,no_change5,5,46,same,5,2010,control,same,shape3_no_change5,1,none,28
shape5,concave_nofill_area1,5,47,different,9,1740,control,different,shape5_concave_nofill_area1,1,concave_nofill,28
shape2,convex_area1,5,48,different,9,1188,control,different,shape2_convex_area1,1,convex,28
shape4,concave_area1,5,49,different,9,1974,control,different,shape4_concave_area1,1,concave,28
shape8,no_change6,5,50,different,5,2462,control,same,shape8_no_change6,0,none,28
catch_shape,no_change5,5,51,same,9,1641,control,same,catch_shape_no_change5,1,none,28
shape6,no_change3,5,52,different,4,2406,control,same,shape6_no_change3,0,none,28
shape7,no_change4,5,53,same,6,2717,control,same,shape7_no_change4,1,none,28
shape1,no_change6,6,54,different,5,2070,control,same,shape1_no_change6,0,none,28
shape2,no_change5,6,55,different,7,1563,control,same,shape2_no_change5,0,none,28
shape3,convex_area1,6,56,different,9,1514,control,different,shape3_convex_area1,1,convex,28
shape5,no_change5,6,57,same,8,1062,control,same,shape5_no_change5,1,none,28
shape4,convex_area2,6,58,different,9,2694,control,different,shape4_convex_area2,1,convex,28
shape6,no_change6,6,59,same,7,2430,control,same,shape6_no_change6,1,none,28
shape7,concave_area1,6,60,same,9,1237,control,different,shape7_concave_area1,0,concave,28
shape8,concave_area1,6,61,different,5,2035,control,different,shape8_concave_area1,1,concave,28
catch_shape,change1,6,62,different,9,2357,control,different,catch_shape_change1,1,none,28
shape2,no_change6,7,63,different,5,1078,control,same,shape2_no_change6,0,none,28
shape3,no_change4,7,64,same,5,3299,control,same,shape3_no_change4,1,none,28
shape1,concave_area2,7,65,different,9,1746,control,different,shape1_concave_area2,1,concave,28
shape4,no_change5,7,66,same,7,2692,control,same,shape4_no_change5,1,none,28
shape7,concave_area2,7,67,different,9,1963,control,different,shape7_concave_area2,1,concave,28
shape5,concave_area1,7,68,same,7,2405,control,different,shape5_concave_area1,0,concave,28
shape8,concave_nofill_area1,7,69,different,9,2099,control,different,shape8_concave_nofill_area1,1,concave_nofill,28
shape6,convex_area2,7,70,different,9,1373,control,different,shape6_convex_area2,1,convex,28
catch_shape,change2,7,71,different,9,2077,control,different,catch_shape_change2,1,none,28
shape5,convex_area2,8,72,different,9,1361,control,different,shape5_convex_area2,1,convex,28
shape2,concave_area2,8,73,different,9,1612,control,different,shape2_concave_area2,1,concave,28
shape1,concave_nofill_area1,8,74,different,9,1522,control,different,shape1_concave_nofill_area1,1,concave_nofill,28
shape7,convex_area2,8,75,different,9,1494,control,different,shape7_convex_area2,1,convex,28
shape3,no_change6,8,76,same,9,1412,control,same,shape3_no_change6,1,none,28
shape6,concave_area2,8,77,different,9,1793,control,different,shape6_concave_area2,1,concave,28
shape4,concave_nofill_area1,8,78,different,9,1540,control,different,shape4_concave_nofill_area1,1,concave_nofill,28
catch_shape,change3,8,79,different,9,1077,control,different,catch_shape_change3,1,none,28
shape8,convex_area2,8,80,different,9,1387,control,different,shape8_convex_area2,1,convex,28
shape2,convex_area2,9,81,different,9,1267,control,different,shape2_convex_area2,1,convex,28
shape4,convex_area1,9,82,different,9,2890,control,different,shape4_convex_area1,1,convex,28
shape1,concave_nofill_area2,9,83,different,9,1398,control,different,shape1_concave_nofill_area2,1,concave_nofill,28
shape5,concave_area2,9,84,same,6,2734,control,different,shape5_concave_area2,0,concave,28
shape3,concave_nofill_area1,9,85,different,9,1350,control,different,shape3_concave_nofill_area1,1,concave_nofill,28
catch_shape,change4,9,86,different,9,1259,control,different,catch_shape_change4,1,none,28
shape8,concave_area2,9,87,different,9,2038,control,different,shape8_concave_area2,1,concave,28
shape7,convex_area1,9,88,different,9,2009,control,different,shape7_convex_area1,1,convex,28
shape6,convex_area1,9,89,different,9,1932,control,different,shape6_convex_area1,1,convex,28
shape1,convex_area1,10,90,different,9,2030,control,different,shape1_convex_area1,1,convex,28
shape3,convex_area2,10,91,different,9,1654,control,different,shape3_convex_area2,1,convex,28
shape2,concave_nofill_area1,10,92,different,9,1261,control,different,shape2_concave_nofill_area1,1,concave_nofill,28
shape4,concave_nofill_area2,10,93,different,9,1316,control,different,shape4_concave_nofill_area2,1,concave_nofill,28
shape6,concave_nofill_area1,10,94,different,9,1435,control,different,shape6_concave_nofill_area1,1,concave_nofill,28
shape5,concave_nofill_area2,10,95,different,9,1277,control,different,shape5_concave_nofill_area2,1,concave_nofill,28
shape7,concave_nofill_area2,10,96,different,9,2246,control,different,shape7_concave_nofill_area2,1,concave_nofill,28
shape8,concave_nofill_area2,10,97,different,9,1731,control,different,shape8_concave_nofill_area2,1,concave_nofill,28
catch_shape,change5,10,98,different,9,1505,control,different,catch_shape_change5,1,none,28
shape2,concave_nofill_area2,11,99,different,9,1477,control,different,shape2_concave_nofill_area2,1,concave_nofill,28
shape3,concave_nofill_area2,11,100,different,8,1724,control,different,shape3_concave_nofill_area2,1,concave_nofill,28
shape1,convex_area2,11,101,different,9,2699,control,different,shape1_convex_area2,1,convex,28
shape6,concave_nofill_area2,11,102,different,9,1516,control,different,shape6_concave_nofill_area2,1,concave_nofill,28
shape4,concave_area2,11,103,different,9,1778,control,different,shape4_concave_area2,1,concave,28
shape8,convex_area1,11,104,different,9,1619,control,different,shape8_convex_area1,1,convex,28
shape7,concave_nofill_area1,11,105,different,9,1372,control,different,shape7_concave_nofill_area1,1,concave_nofill,28
catch_shape,change6,11,106,different,9,1701,control,different,catch_shape_change6,1,none,28
shape5,convex_area1,11,107,different,9,1292,control,different,shape5_convex_area1,1,convex,28
shape8,convex_area1,0,0,same,9,3495.6,control,different,shape8_convex_area1,0,convex,29
shape5,concave_area1,0,1,same,9,1872.9,control,different,shape5_concave_area1,0,concave,29
shape4,concave_area2,0,2,same,9,1952.9,control,different,shape4_concave_area2,0,concave,29
shape6,concave_area2,0,3,same,9,2464.4,control,different,shape6_concave_area2,0,concave,29
shape2,no_change2,0,4,same,9,2636.5,control,same,shape2_no_change2,1,none,29
catch_shape,change5,0,5,different,9,1982.5,control,different,catch_shape_change5,1,none,29
shape7,no_change4,0,6,same,9,1794.4,control,same,shape7_no_change4,1,none,29
shape3,concave_area1,0,7,same,9,1422.9,control,different,shape3_concave_area1,0,concave,29
shape1,convex_area2,0,8,different,9,2259.7,control,different,shape1_convex_area2,1,convex,29
shape8,no_change1,1,9,same,9,1769,control,same,shape8_no_change1,1,none,29
shape1,concave_nofill_area2,1,10,different,9,4291.8,control,different,shape1_concave_nofill_area2,1,concave_nofill,29
shape6,no_change2,1,11,same,9,1744.9,control,same,shape6_no_change2,1,none,29
shape2,no_change4,1,12,same,9,1825.4,control,same,shape2_no_change4,1,none,29
shape3,no_change2,1,13,same,9,2024.2,control,same,shape3_no_change2,1,none,29
shape4,no_change6,1,14,same,9,1808.1,control,same,shape4_no_change6,1,none,29
catch_shape,change1,1,15,different,9,1794.2,control,different,catch_shape_change1,1,none,29
shape5,no_change5,1,16,same,9,2137.7,control,same,shape5_no_change5,1,none,29
shape7,concave_area2,1,17,same,8,2085.2,control,different,shape7_concave_area2,0,concave,29
shape7,convex_area1,2,18,different,9,1609.2,control,different,shape7_convex_area1,1,convex,29
shape6,concave_nofill_area1,2,19,different,9,1947.1,control,different,shape6_concave_nofill_area1,1,concave_nofill,29
shape8,no_change3,2,20,same,7,2896,control,same,shape8_no_change3,1,none,29
catch_shape,no_change6,2,21,same,9,4920.9,control,same,catch_shape_no_change6,1,none,29
shape4,no_change4,2,22,same,9,1474.2,control,same,shape4_no_change4,1,none,29
shape2,no_change3,2,23,same,9,1490.2,control,same,shape2_no_change3,1,none,29
shape1,no_change6,2,24,same,8,2265.9,control,same,shape1_no_change6,1,none,29
shape5,no_change3,2,25,same,9,777.3,control,same,shape5_no_change3,1,none,29
shape3,concave_area2,2,26,same,7,1634.1,control,different,shape3_concave_area2,0,concave,29
shape1,no_change5,3,27,same,9,1423.4,control,same,shape1_no_change5,1,none,29
shape7,concave_area1,3,28,same,9,1275.9,control,different,shape7_concave_area1,0,concave,29
catch_shape,no_change4,3,29,same,9,1737.2,control,same,catch_shape_no_change4,1,none,29
shape4,concave_area1,3,30,different,9,2378.5,control,different,shape4_concave_area1,1,concave,29
shape6,convex_area2,3,31,different,9,961.2,control,different,shape6_convex_area2,1,convex,29
shape2,convex_area1,3,32,different,9,1840.1,control,different,shape2_convex_area1,1,convex,29
shape8,no_change6,3,33,same,8,1877.2,control,same,shape8_no_change6,1,none,29
shape5,concave_area2,3,34,different,7,8308.6,control,different,shape5_concave_area2,1,concave,29
shape3,no_change4,3,35,same,7,1706.5,control,same,shape3_no_change4,1,none,29
shape3,no_change1,4,36,same,8,1985.4,control,same,shape3_no_change1,1,none,29
shape8,convex_area2,4,37,different,9,2650.4,control,different,shape8_convex_area2,1,convex,29
shape5,no_change6,4,38,same,9,954,control,same,shape5_no_change6,1,none,29
shape2,concave_nofill_area1,4,39,different,9,956.7,control,different,shape2_concave_nofill_area1,1,concave_nofill,29
shape6,no_change5,4,40,same,8,1442.9,control,same,shape6_no_change5,1,none,29
shape4,no_change3,4,41,same,7,2783.2,control,same,shape4_no_change3,1,none,29
catch_shape,change6,4,42,different,9,910.8,control,different,catch_shape_change6,1,none,29
shape1,convex_area1,4,43,different,9,883.7,control,different,shape1_convex_area1,1,convex,29
shape7,no_change3,4,44,same,9,940.5,control,same,shape7_no_change3,1,none,29
shape7,concave_nofill_area2,5,45,different,9,808.3,control,different,shape7_concave_nofill_area2,1,concave_nofill,29
