shape,changeType,blockNum,trialID,response,confidence,rt,experimentVersion,correctAnswer,fullShapeName,responded_correctly,analysisChangeType,subject
shape7,concave_area1,9,82,same,9,1182.7,control,different,shape7_concave_area1,0,concave,6
shape2,concave_area1,9,83,different,9,806.8,control,different,shape2_concave_area1,1,concave,6
shape4,concave_nofill_area2,9,84,different,9,1045.9,control,different,shape4_concave_nofill_area2,1,concave_nofill,6
shape6,concave_area1,9,85,same,3,1537.3,control,different,shape6_concave_area1,0,concave,6
catch_shape,no_change2,9,86,same,9,2170.1,control,same,catch_shape_no_change2,1,none,6
shape1,no_change6,9,87,same,2,2896.7,control,same,shape1_no_change6,1,none,6
shape5,convex_area2,9,88,different,9,978.1,control,different,shape5_convex_area2,1,convex,6
shape3,concave_nofill_area1,9,89,different,5,1285.6,control,different,shape3_concave_nofill_area1,1,concave_nofill,6
shape7,no_change1,10,90,same,8,1382.5,control,same,shape7_no_change1,1,none,6
shape3,convex_area1,10,91,different,3,1149.2,control,different,shape3_convex_area1,1,convex,6
shape4,no_change6,10,92,same,9,1232.1,control,same,shape4_no_change6,1,none,6
catch_shape,no_change1,10,93,same,9,923.8,control,same,catch_shape_no_change1,1,none,6
shape6,no_change1,10,94,same,6,1661.7,control,same,shape6_no_change1,1,none,6
shape5,no_change3,10,95,same,7,1069.7,control,same,shape5_no_change3,1,none,6
shape1,convex_area1,10,96,different,9,1154.4,control,different,shape1_convex_area1,1,convex,6
shape8,concave_area1,10,97,different,6,1317.2,control,different,shape8_concave_area1,1,concave,6
shape2,concave_nofill_area2,10,98,different,9,1211.1,control,different,shape2_concave_nofill_area2,1,concave_nofill,6
shape7,concave_nofill_area2,11,99,different,9,908,control,different,shape7_concave_nofill_area2,1,concave_nofill,6
shape3,concave_area2,11,100,same,5,1482.6,control,different,shape3_concave_area2,0,concave,6
shape4,convex_area1,11,101,different,8,1323.8,control,different,shape4_convex_area1,1,convex,6
shape8,no_change3,11,102,same,3,1766,control,same,shape8_no_change3,1,none,6
shape6,concave_area2,11,103,different,9,978.5,control,different,shape6_concave_area2,1,concave,6
shape1,concave_area1,11,104,different,6,1248.7,control,different,shape1_concave_area1,1,concave,6
shape5,convex_area1,11,105,different,9,1054.4,control,different,shape5_convex_area1,1,convex,6
shape2,convex_area2,11,106,different,9,1138.5,control,different,shape2_convex_area2,1,convex,6
catch_shape,change4,11,107,different,9,1561.7,control,different,catch_shape_change4,1,none,6
catch_shape,no_change1,0,0,same,9,10506.3,control,same,catch_shape_no_change1,1,none,7
shape8,concave_nofill_area1,0,1,same,9,3793,control,different,shape8_concave_nofill_area1,0,concave_nofill,7
shape6,no_change3,0,2,same,9,4369.3,control,same,shape6_no_change3,1,none,7
shape3,convex_area2,0,3,same,9,1913.7,control,different,shape3_convex_area2,0,convex,7
shape7,concave_area1,0,4,same,9,1512.5,control,different,shape7_concave_area1,0,concave,7
shape5,no_change6,0,5,same,9,1575.3,control,same,shape5_no_change6,1,none,7
shape2,no_change3,0,6,same,9,1733.7,control,same,shape2_no_change3,1,none,7
shape4,no_change5,0,7,same,9,1769.1,control,same,shape4_no_change5,1,none,7
shape1,no_change1,0,8,same,9,1280.3,control,same,shape1_no_change1,1,none,7
shape2,no_change5,1,9,same,9,2355,control,same,shape2_no_change5,1,none,7
shape8,no_change4,1,10,same,9,1909.5,control,same,shape8_no_change4,1,none,7
shape1,no_change2,1,11,same,9,1643.9,control,same,shape1_no_change2,1,none,7
shape3,concave_nofill_area1,1,12,same,9,1196.6,control,different,shape3_concave_nofill_area1,0,concave_nofill,7
shape5,convex_area2,1,13,different,9,2378.1,control,different,shape5_convex_area2,1,convex,7
shape7,concave_area2,1,14,different,9,2024.7,control,different,shape7_concave_area2,1,concave,7
shape6,concave_area2,1,15,different,9,1978.2,control,different,shape6_concave_area2,1,concave,7
catch_shape,change2,1,16,different,9,1057.5,control,different,catch_shape_change2,1,none,7
shape4,concave_nofill_area1,1,17,different,9,371.3,control,different,shape4_concave_nofill_area1,1,concave_nofill,7
shape7,concave_nofill_area2,2,18,different,9,1105.8,control,different,shape7_concave_nofill_area2,1,concave_nofill,7
shape4,concave_nofill_area2,2,19,different,9,804.2,control,different,shape4_concave_nofill_area2,1,concave_nofill,7
catch_shape,change4,2,20,different,9,767.2,control,different,catch_shape_change4,1,none,7
shape3,no_change2,2,21,same,9,867.9,control,same,shape3_no_change2,1,none,7
shape6,no_change2,2,22,same,9,1188.2,control,same,shape6_no_change2,1,none,7
shape8,convex_area2,2,23,different,9,667.2,control,different,shape8_convex_area2,1,convex,7
shape5,convex_area1,2,24,different,9,830.5,control,different,shape5_convex_area1,1,convex,7
shape2,concave_area1,2,25,different,9,840.6,control,different,shape2_concave_area1,1,concave,7
shape1,no_change3,2,26,same,9,1238.3,control,same,shape1_no_change3,1,none,7
shape2,no_change2,3,27,different,9,1511.3,control,same,shape2_no_change2,0,none,7
shape8,no_change2,3,28,same,9,933.2,control,same,shape8_no_change2,1,none,7
shape5,concave_area1,3,29,different,9,628.2,control,different,shape5_concave_area1,1,concave,7
shape7,convex_area2,3,30,different,9,577.3,control,different,shape7_convex_area2,1,convex,7
shape4,no_change1,3,31,different,9,576.2,control,same,shape4_no_change1,0,none,7
catch_shape,change3,3,32,different,9,581.4,control,different,catch_shape_change3,1,none,7
shape3,concave_area2,3,33,same,9,2667,control,different,shape3_concave_area2,0,concave,7
shape6,no_change6,3,34,different,9,608.4,control,same,shape6_no_change6,0,none,7
shape1,no_change4,3,35,same,9,793.6,control,same,shape1_no_change4,1,none,7
shape6,no_change1,4,36,same,9,982.6,control,same,shape6_no_change1,1,none,7
shape4,no_change2,4,37,same,9,2604.1,control,same,shape4_no_change2,1,none,7
catch_shape,no_change6,4,38,same,9,866.7,control,same,catch_shape_no_change6,1,none,7
shape7,concave_nofill_area1,4,39,different,9,656.4,control,different,shape7_concave_nofill_area1,1,concave_nofill,7
shape8,convex_area1,4,40,different,9,590.3,control,different,shape8_convex_area1,1,convex,7
shape2,convex_area1,4,41,different,9,750.1,control,different,shape2_convex_area1,1,convex,7
shape1,no_change5,4,42,different,9,1023.1,control,same,shape1_no_change5,0,none,7
shape5,concave_area2,4,43,different,9,601.9,control,different,shape5_concave_area2,1,concave,7
shape3,no_change1,4,44,same,9,692,control,same,shape3_no_change1,1,none,7
shape1,convex_area2,5,45,different,9,514.1,control,different,shape1_convex_area2,1,convex,7
shape2,no_change6,5,46,different,9,456.4,control,same,shape2_no_change6,0,none,7
shape8,concave_area1,5,47,different,9,709.3,control,different,shape8_concave_area1,1,concave,7
shape3,concave_nofill_area2,5,48,different,9,709,control,different,shape3_concave_nofill_area2,1,concave_nofill,7
shape4,no_change6,5,49,same,9,1221.3,control,same,shape4_no_change6,1,none,7
shape5,no_change5,5,50,same,9,699.8,control,same,shape5_no_change5,1,none,7
shape6,concave_nofill_area2,5,51,different,9,741.1,control,different,shape6_concave_nofill_area2,1,concave_nofill,7
catch_shape,change5,5,52,different,9,1009.1,control,different,catch_shape_change5,1,none,7
shape7,no_change1,5,53,same,9,970,control,same,shape7_no_change1,1,none,7
shape7,no_change2,6,54,same,9,817.2,control,same,shape7_no_change2,1,none,7
shape3,no_change5,6,55,same,9,760.4,control,same,shape3_no_change5,1,none,7
shape1,no_change6,6,56,same,9,1876.9,control,same,shape1_no_change6,1,none,7
shape6,no_change5,6,57,same,9,737.6,control,same,shape6_no_change5,1,none,7
catch_shape,no_change5,6,58,same,9,3029.7,control,same,catch_shape_no_change5,1,none,7
shape5,no_change4,6,59,same,9,932.3,control,same,shape5_no_change4,1,none,7
shape2,convex_area2,6,60,different,9,706.4,control,different,shape2_convex_area2,1,convex,7
shape8,no_change3,6,61,same,9,952.6,control,same,shape8_no_change3,1,none,7
shape4,concave_area1,6,62,different,9,949.7,control,different,shape4_concave_area1,1,concave,7
shape3,no_change3,7,63,different,9,613.7,control,same,shape3_no_change3,0,none,7
shape2,concave_nofill_area2,7,64,different,9,609.6,control,different,shape2_concave_nofill_area2,1,concave_nofill,7
shape1,concave_area1,7,65,different,9,788.4,control,different,shape1_concave_area1,1,concave,7
shape6,convex_area2,7,66,different,9,988.7,control,different,shape6_convex_area2,1,convex,7
catch_shape,no_change2,7,67,same,9,986.3,control,same,catch_shape_no_change2,1,none,7
shape7,no_change6,7,68,same,9,925.4,control,same,shape7_no_change6,1,none,7
shape5,no_change3,7,69,same,9,1110.9,control,same,shape5_no_change3,1,none,7
shape8,no_change1,7,70,same,9,1071.9,control,same,shape8_no_change1,1,none,7
shape4,convex_area1,7,71,different,9,750.7,control,different,shape4_convex_area1,1,convex,7
shape2,concave_area2,8,72,different,9,726,control,different,shape2_concave_area2,1,concave,7
shape4,no_change4,8,73,different,9,758.3,control,same,shape4_no_change4,0,none,7
shape6,concave_nofill_area1,8,74,different,9,570.1,control,different,shape6_concave_nofill_area1,1,concave_nofill,7
shape5,no_change2,8,75,same,9,801.4,control,same,shape5_no_change2,1,none,7
shape7,no_change3,8,76,same,9,761.8,control,same,shape7_no_change3,1,none,7
shape1,concave_area2,8,77,different,9,610.3,control,different,shape1_concave_area2,1,concave,7
shape8,concave_nofill_area2,8,78,different,9,562.6,control,different,shape8_concave_nofill_area2,1,concave_nofill,7
shape3,convex_area1,8,79,different,9,500.6,control,different,shape3_convex_area1,1,convex,7
catch_shape,no_change3,8,80,same,9,849.4,control,same,catch_shape_no_change3,1,none,7
shape7,no_change4,9,81,same,9,395.9,control,same,shape7_no_change4,1,none,7
shape4,convex_area2,9,82,different,9,236.8,control,different,shape4_convex_area2,1,convex,7
shape8,concave_area2,9,83,different,9,2137.5,control,different,shape8_concave_area2,1,concave,7
shape3,concave_area1,9,84,different,9,535.3,control,different,shape3_concave_area1,1,concave,7
shape6,convex_area1,9,85,different,9,656.1,control,different,shape6_convex_area1,1,convex,7
shape5,no_change1,9,86,same,9,879.5,control,same,shape5_no_change1,1,none,7
shape2,concave_nofill_area1,9,87,different,9,1914.5,control,different,shape2_concave_nofill_area1,1,concave_nofill,7
catch_shape,no_change4,9,88,same,9,1105.2,control,same,catch_shape_no_change4,1,none,7
shape1,concave_nofill_area2,9,89,same,9,8476.9,control,different,shape1_concave_nofill_area2,0,concave_nofill,7
shape4,concave_area2,10,90,different,9,679.2,control,different,shape4_concave_area2,1,concave,7
catch_shape,change1,10,91,different,9,878.8,control,different,catch_shape_change1,1,none,7
shape3,no_change4,10,92,same,9,660.5,control,same,shape3_no_change4,1,none,7
shape5,concave_nofill_area2,10,93,different,9,538.2,control,different,shape5_concave_nofill_area2,1,concave_nofill,7
shape6,no_change4,10,94,same,9,442.8,control,same,shape6_no_change4,1,none,7
shape7,convex_area1,10,95,different,9,586.3,control,different,shape7_convex_area1,1,convex,7
shape2,no_change4,10,96,same,9,455.5,control,same,shape2_no_change4,1,none,7
shape1,concave_nofill_area1,10,97,same,9,2711.9,control,different,shape1_concave_nofill_area1,0,concave_nofill,7
shape8,no_change6,10,98,same,5,4522.2,control,same,shape8_no_change6,1,none,7
shape4,no_change3,11,99,same,9,1012.2,control,same,shape4_no_change3,1,none,7
shape2,no_change1,11,100,same,9,4816.9,control,same,shape2_no_change1,1,none,7
shape5,concave_nofill_area1,11,101,same,9,2233.5,control,different,shape5_concave_nofill_area1,0,concave_nofill,7
shape8,no_change5,11,102,same,9,3313.1,control,same,shape8_no_change5,1,none,7
catch_shape,change6,11,103,different,9,786.4,control,different,catch_shape_change6,1,none,7
shape1,convex_area1,11,104,same,9,907,control,different,shape1_convex_area1,0,convex,7
shape3,no_change6,11,105,same,9,1764.7,control,same,shape3_no_change6,1,none,7
shape7,no_change5,11,106,same,9,851.6,control,same,shape7_no_change5,1,none,7
shape6,concave_area1,11,107,same,9,887.5,control,different,shape6_concave_area1,0,concave,7
shape5,concave_area1,0,0,same,9,6994.5,control,different,shape5_concave_area1,0,concave,8
shape4,concave_area1,0,1,different,5,5835.1,control,different,shape4_concave_area1,1,concave,8
shape8,no_change2,0,2,different,2,8286.9,control,same,shape8_no_change2,0,none,8
shape3,no_change5,0,3,same,8,4484.3,control,same,shape3_no_change5,1,none,8
shape6,no_change3,0,4,same,8,2319.5,control,same,shape6_no_change3,1,none,8
catch_shape,no_change1,0,5,same,9,1793.4,control,same,catch_shape_no_change1,1,none,8
shape2,convex_area1,0,6,different,9,3010.2,control,different,shape2_convex_area1,1,convex,8
shape1,concave_area2,0,7,different,9,1483.6,control,different,shape1_concave_area2,1,concave,8
shape7,no_change2,0,8,same,9,2218,control,same,shape7_no_change2,1,none,8
shape4,no_change1,1,9,same,7,2472.3,control,same,shape4_no_change1,1,none,8
shape3,concave_area1,1,10,same,7,2182.4,control,different,shape3_concave_area1,0,concave,8
shape1,concave_nofill_area1,1,11,different,9,1589.4,control,different,shape1_concave_nofill_area1,1,concave_nofill,8
shape8,no_change1,1,12,same,8,1279,control,same,shape8_no_change1,1,none,8
shape7,convex_area2,1,13,different,9,1669.5,control,different,shape7_convex_area2,1,convex,8
shape6,concave_area1,1,14,different,9,1282,control,different,shape6_concave_area1,1,concave,8
shape5,no_change2,1,15,same,5,1886,control,same,shape5_no_change2,1,none,8
shape2,convex_area2,1,16,different,9,1321.5,control,different,shape2_convex_area2,1,convex,8
catch_shape,no_change3,1,17,same,9,2313.7,control,same,catch_shape_no_change3,1,none,8
shape5,no_change4,2,18,same,5,2686.2,control,same,shape5_no_change4,1,none,8
shape3,no_change6,2,19,same,2,4406.8,control,same,shape3_no_change6,1,none,8
shape2,concave_area2,2,20,different,9,1758,control,different,shape2_concave_area2,1,concave,8
shape8,convex_area2,2,21,different,9,1269,control,different,shape8_convex_area2,1,convex,8
catch_shape,no_change4,2,22,same,9,2610.4,control,same,catch_shape_no_change4,1,none,8
shape1,no_change6,2,23,same,6,3060.6,control,same,shape1_no_change6,1,none,8
shape7,no_change4,2,24,same,7,2917.4,control,same,shape7_no_change4,1,none,8
shape4,concave_nofill_area1,2,25,different,9,1298.7,control,different,shape4_concave_nofill_area1,1,concave_nofill,8
shape6,no_change2,2,26,different,7,1653.8,control,same,shape6_no_change2,0,none,8
shape1,no_change2,3,27,different,2,3515.8,control,same,shape1_no_change2,0,none,8
shape4,concave_nofill_area2,3,28,different,9,2795,control,different,shape4_concave_nofill_area2,1,concave_nofill,8
shape6,no_change5,3,29,same,9,1322.4,control,same,shape6_no_change5,1,none,8
shape8,convex_area1,3,30,different,9,1203.6,control,different,shape8_convex_area1,1,convex,8
catch_shape,change1,3,31,different,9,1940.5,control,different,catch_shape_change1,1,none,8
shape2,concave_nofill_area2,3,32,different,9,1550.5,control,different,shape2_concave_nofill_area2,1,concave_nofill,8
shape3,no_change4,3,33,same,8,2011.2,control,same,shape3_no_change4,1,none,8
shape7,no_change3,3,34,same,7,2145.1,control,same,shape7_no_change3,1,none,8
shape5,no_change6,3,35,same,7,2632.5,control,same,shape5_no_change6,1,none,8
shape1,convex_area1,4,36,different,9,1208.4,control,different,shape1_convex_area1,1,convex,8
shape4,no_change3,4,37,same,9,1667.9,control,same,shape4_no_change3,1,none,8
shape8,concave_area1,4,38,different,4,1830.2,control,different,shape8_concave_area1,1,concave,8
shape6,no_change1,4,39,same,8,1861.3,control,same,shape6_no_change1,1,none,8
shape5,convex_area1,4,40,different,9,1182.8,control,different,shape5_convex_area1,1,convex,8
shape3,no_change1,4,41,same,8,2156,control,same,shape3_no_change1,1,none,8
shape7,concave_area1,4,42,different,3,2308.9,control,different,shape7_concave_area1,1,concave,8
catch_shape,change4,4,43,different,9,1353.2,control,different,catch_shape_change4,1,none,8
shape2,no_change1,4,44,different,2,3242.5,control,same,shape2_no_change1,0,none,8
shape7,convex_area1,5,45,different,9,1456.7,control,different,shape7_convex_area1,1,convex,8
catch_shape,no_change2,5,46,same,9,4926.6,control,same,catch_shape_no_change2,1,none,8
shape1,no_change1,5,47,same,6,2776.6,control,same,shape1_no_change1,1,none,8
shape4,convex_area2,5,48,different,9,1048.9,control,different,shape4_convex_area2,1,convex,8
shape8,concave_nofill_area2,5,49,different,9,706.8,control,different,shape8_concave_nofill_area2,1,concave_nofill,8
shape2,no_change4,5,50,same,2,1916.4,control,same,shape2_no_change4,1,none,8
shape5,concave_nofill_area1,5,51,different,9,911.3,control,different,shape5_concave_nofill_area1,1,concave_nofill,8
shape3,concave_area2,5,52,same,4,1911.6,control,different,shape3_concave_area2,0,concave,8
shape6,no_change4,5,53,same,8,2681.3,control,same,shape6_no_change4,1,none,8
shape4,convex_area1,6,54,different,9,1243.4,control,different,shape4_convex_area1,1,convex,8
shape3,no_change3,6,55,same,8,2271.9,control,same,shape3_no_change3,1,none,8
shape6,concave_nofill_area2,6,56,different,9,1301.9,control,different,shape6_concave_nofill_area2,1,concave_nofill,8
shape5,no_change1,6,57,same,6,3102.9,control,same,shape5_no_change1,1,none,8
shape2,no_change6,6,58,same,8,1853.2,control,same,shape2_no_change6,1,none,8
shape7,concave_nofill_area2,6,59,different,9,917.2,control,different,shape7_concave_nofill_area2,1,concave_nofill,8
shape1,convex_area2,6,60,different,9,687.8,control,different,shape1_convex_area2,1,convex,8
catch_shape,no_change6,6,61,same,9,1434,control,same,catch_shape_no_change6,1,none,8
shape8,no_change5,6,62,same,5,2710.4,control,same,shape8_no_change5,1,none,8
shape8,concave_area2,7,63,different,9,1258.8,control,different,shape8_concave_area2,1,concave,8
shape2,no_change5,7,64,different,2,2760,control,same,shape2_no_change5,0,none,8
shape3,concave_nofill_area1,7,65,different,9,737,control,different,shape3_concave_nofill_area1,1,concave_nofill,8
shape6,no_change6,7,66,same,9,1701.4,control,same,shape6_no_change6,1,none,8
shape4,no_change5,7,67,same,9,4200,control,same,shape4_no_change5,1,none,8
shape1,no_change3,7,68,same,5,1923.9,control,same,shape1_no_change3,1,none,8
catch_shape,change3,7,69,different,9,1802.9,control,different,catch_shape_change3,1,none,8
shape5,no_change3,7,70,same,7,890.7,control,same,shape5_no_change3,1,none,8
shape7,concave_area2,7,71,same,9,1031.7,control,different,shape7_concave_area2,0,concave,8
shape1,no_change5,8,72,same,2,2559.3,control,same,shape1_no_change5,1,none,8
shape2,no_change2,8,73,different,2,1975.2,control,same,shape2_no_change2,0,none,8
shape3,convex_area2,8,74,different,9,2513.1,control,different,shape3_convex_area2,1,convex,8
catch_shape,change2,8,75,different,9,3075.7,control,different,catch_shape_change2,1,none,8
shape4,no_change2,8,76,different,2,2967.2,control,same,shape4_no_change2,0,none,8
shape7,no_change6,8,77,same,4,2426.8,control,same,shape7_no_change6,1,none,8
shape5,concave_area2,8,78,different,9,988.2,control,different,shape5_concave_area2,1,concave,8
shape6,concave_area2,8,79,different,9,782.1,control,different,shape6_concave_area2,1,concave,8
shape8,no_change6,8,80,same,8,1107.5,control,same,shape8_no_change6,1,none,8
shape5,convex_area2,9,81,different,9,671.1,control,different,shape5_convex_area2,1,convex,8
shape7,no_change5,9,82,same,7,1496.7,control,same,shape7_no_change5,1,none,8
shape8,concave_nofill_area1,9,83,different,9,671.8,control,different,shape8_concave_nofill_area1,1,concave_nofill,8
shape3,convex_area1,9,84,different,9,745.1,control,different,shape3_convex_area1,1,convex,8
shape6,convex_area1,9,85,different,9,696.6,control,different,shape6_convex_area1,1,convex,8
catch_shape,change6,9,86,different,9,929.2,control,different,catch_shape_change6,1,none,8
shape2,no_change3,9,87,same,5,2836.1,control,same,shape2_no_change3,1,none,8
shape4,no_change4,9,88,same,2,2903.8,control,same,shape4_no_change4,1,none,8
shape1,concave_area1,9,89,different,9,897.3,control,different,shape1_concave_area1,1,concave,8
shape4,concave_area2,10,90,different,9,561.8,control,different,shape4_concave_area2,1,concave,8
shape3,no_change2,10,91,same,2,1875.9,control,same,shape3_no_change2,1,none,8
shape7,no_change1,10,92,same,2,1353.1,control,same,shape7_no_change1,1,none,8
shape5,no_change5,10,93,same,4,2915,control,same,shape5_no_change5,1,none,8
shape6,concave_nofill_area1,10,94,different,9,878.4,control,different,shape6_concave_nofill_area1,1,concave_nofill,8
shape2,concave_area1,10,95,different,9,1552.7,control,different,shape2_concave_area1,1,concave,8
catch_shape,change5,10,96,different,9,2032.2,control,different,catch_shape_change5,1,none,8
shape8,no_change4,10,97,same,8,1157.3,control,same,shape8_no_change4,1,none,8
shape1,no_change4,10,98,same,4,4444.4,control,same,shape1_no_change4,1,none,8
shape4,no_change6,11,99,different,2,1363.9,control,same,shape4_no_change6,0,none,8
shape3,concave_nofill_area2,11,100,different,9,1613.9,control,different,shape3_concave_nofill_area2,1,concave_nofill,8
catch_shape,no_change5,11,101,same,9,1164.9,control,same,catch_shape_no_change5,1,none,8
shape8,no_change3,11,102,same,6,1806.5,control,same,shape8_no_change3,1,none,8
shape2,concave_nofill_area1,11,103,different,9,901.6,control,different,shape2_concave_nofill_area1,1,concave_nofill,8
shape7,concave_nofill_area1,11,104,different,9,742,control,different,shape7_concave_nofill_area1,1,concave_nofill,8
shape6,convex_area2,11,105,different,9,756,control,different,shape6_convex_area2,1,convex,8
shape5,concave_nofill_area2,11,106,different,9,654,control,different,shape5_concave_nofill_area2,1,concave_nofill,8
shape1,concave_nofill_area2,11,107,different,5,1600.4,control,different,shape1_concave_nofill_area2,1,concave_nofill,8
shape3,no_change2,0,0,different,5,5126.4,control,same,shape3_no_change2,0,none,9
shape2,concave_nofill_area2,0,1,different,9,1495.2,control,different,shape2_concave_nofill_area2,1,concave_nofill,9
shape8,no_change3,0,2,same,9,1047,control,same,shape8_no_change3,1,none,9
shape4,concave_area1,0,3,same,7,519.1,control,different,shape4_concave_area1,0,concave,9
catch_shape,no_change2,0,4,same,9,1519.1,control,same,catch_shape_no_change2,1,none,9
shape1,no_change4,0,5,different,8,1439,control,same,shape1_no_change4,0,none,9
shape5,convex_area2,0,6,different,7,1199,control,different,shape5_convex_area2,1,convex,9
shape6,no_change6,0,7,different,5,1231,control,same,shape6_no_change6,0,none,9
shape7,convex_area1,0,8,different,3,1239,control,different,shape7_convex_area1,1,convex,9
shape8,convex_area1,1,9,same,6,1470.9,control,different,shape8_convex_area1,0,convex,9
shape1,concave_area2,1,10,same,8,1606.5,control,different,shape1_concave_area2,0,concave,9
shape2,no_change2,1,11,same,5,1414.7,control,same,shape2_no_change2,1,none,9
shape3,concave_area1,1,12,same,7,1295,control,different,shape3_concave_area1,0,concave,9
shape4,concave_nofill_area2,1,13,same,5,1734.9,control,different,shape4_concave_nofill_area2,0,concave_nofill,9
catch_shape,change1,1,14,different,2,2983.1,control,different,catch_shape_change1,1,none,9
shape6,concave_area2,1,15,different,7,2446.9,control,different,shape6_concave_area2,1,concave,9
shape5,no_change4,1,16,same,5,2982.7,control,same,shape5_no_change4,1,none,9
shape7,concave_area2,1,17,same,6,2222.9,control,different,shape7_concave_area2,0,concave,9
shape7,concave_nofill_area2,2,18,different,4,2143,control,different,shape7_concave_nofill_area2,1,concave_nofill,9
shape2,no_change4,2,19,different,2,1902.8,control,same,shape2_no_change4,0,none,9
shape8,no_change1,2,20,same,7,1639.3,control,same,shape8_no_change1,1,none,9
shape1,concave_nofill_area2,2,21,same,5,2519.2,control,different,shape1_concave_nofill_area2,0,concave_nofill,9
shape6,convex_area2,2,22,different,8,1590.8,control,different,shape6_convex_area2,1,convex,9
shape5,no_change3,2,23,different,6,1047,control,same,shape5_no_change3,0,none,9
shape4,no_change2,2,24,different,5,903.1,control,same,shape4_no_change2,0,none,9
shape3,concave_nofill_area2,2,25,same,3,1086.8,control,different,shape3_concave_nofill_area2,0,concave_nofill,9
catch_shape,no_change1,2,26,same,9,1631,control,same,catch_shape_no_change1,1,none,9
shape3,convex_area2,3,27,different,5,2247.1,control,different,shape3_convex_area2,1,convex,9
shape1,concave_area1,3,28,same,4,2383.2,control,different,shape1_concave_area1,0,concave,9
catch_shape,change4,3,29,different,9,1374.7,control,different,catch_shape_change4,1,none,9
shape4,no_change1,3,30,different,5,1911,control,same,shape4_no_change1,0,none,9
shape2,convex_area2,3,31,different,6,2263.1,control,different,shape2_convex_area2,1,convex,9
shape8,concave_area1,3,32,same,5,1830.8,control,different,shape8_concave_area1,0,concave,9
shape6,no_change5,3,33,same,3,1838.9,control,same,shape6_no_change5,1,none,9
shape5,no_change6,3,34,same,9,991,control,same,shape5_no_change6,1,none,9
shape7,no_change4,3,35,same,6,2927,control,same,shape7_no_change4,1,none,9
shape2,no_change5,4,36,same,9,2182.9,control,same,shape2_no_change5,1,none,9
shape3,no_change3,4,37,same,8,1758.8,control,same,shape3_no_change3,1,none,9
shape6,concave_nofill_area1,4,38,same,5,1775.1,control,different,shape6_concave_nofill_area1,0,concave_nofill,9
shape8,concave_nofill_area1,4,39,same,3,2655,control,different,shape8_concave_nofill_area1,0,concave_nofill,9
shape4,convex_area2,4,40,different,8,1718.7,control,different,shape4_convex_area2,1,convex,9
shape7,no_change3,4,41,same,5,1895.1,control,same,shape7_no_change3,1,none,9
catch_shape,no_change5,4,42,same,9,1159.2,control,same,catch_shape_no_change5,1,none,9
shape1,no_change5,4,43,same,6,1943.1,control,same,shape1_no_change5,1,none,9
shape5,convex_area1,4,44,different,4,4607.1,control,different,shape5_convex_area1,1,convex,9
shape7,no_change6,5,45,same,9,1102.9,control,same,shape7_no_change6,1,none,9
shape3,convex_area1,5,46,same,6,895,control,different,shape3_convex_area1,0,convex,9
shape2,concave_nofill_area1,5,47,different,9,1038.9,control,different,shape2_concave_nofill_area1,1,concave_nofill,9
shape5,no_change5,5,48,same,5,1815.1,control,same,shape5_no_change5,1,none,9
shape1,no_change1,5,49,same,7,2143,control,same,shape1_no_change1,1,none,9
shape4,no_change3,5,50,same,8,1783.1,control,same,shape4_no_change3,1,none,9
catch_shape,change6,5,51,different,9,1319.3,control,different,catch_shape_change6,1,none,9
shape6,convex_area1,5,52,different,9,1255,control,different,shape6_convex_area1,1,convex,9
shape8,no_change6,5,53,same,4,1294.9,control,same,shape8_no_change6,1,none,9
shape5,concave_nofill_area1,6,54,same,8,2679,control,different,shape5_concave_nofill_area1,0,concave_nofill,9
shape3,no_change5,6,55,different,7,919,control,same,shape3_no_change5,0,none,9
catch_shape,change5,6,56,different,9,1183.1,control,different,catch_shape_change5,1,none,9
shape7,concave_area1,6,57,same,7,3663.1,control,different,shape7_concave_area1,0,concave,9
shape6,concave_nofill_area2,6,58,same,7,3374.7,control,different,shape6_concave_nofill_area2,0,concave_nofill,9
shape4,convex_area1,6,59,same,5,1879,control,different,shape4_convex_area1,0,convex,9
shape2,no_change1,6,60,same,8,1863,control,same,shape2_no_change1,1,none,9
shape8,no_change5,6,61,same,6,1303,control,same,shape8_no_change5,1,none,9
shape1,convex_area1,6,62,different,3,1871.1,control,different,shape1_convex_area1,1,convex,9
shape8,no_change2,7,63,different,4,2439.1,control,same,shape8_no_change2,0,none,9
shape1,concave_nofill_area1,7,64,different,5,19494.2,control,different,shape1_concave_nofill_area1,1,concave_nofill,9
shape6,no_change4,7,65,same,3,2231,control,same,shape6_no_change4,1,none,9
shape4,concave_area2,7,66,same,7,1471,control,different,shape4_concave_area2,0,concave,9
shape7,no_change5,7,67,same,5,1495,control,same,shape7_no_change5,1,none,9
shape5,no_change2,7,68,same,9,1375.1,control,same,shape5_no_change2,1,none,9
shape2,concave_area1,7,69,same,9,2239.2,control,different,shape2_concave_area1,0,concave,9
catch_shape,change2,7,70,same,5,1543,control,different,catch_shape_change2,0,none,9
shape3,concave_area2,7,71,same,9,990.8,control,different,shape3_concave_area2,0,concave,9
shape4,no_change4,8,72,same,9,1294.9,control,same,shape4_no_change4,1,none,9
shape1,no_change2,8,73,same,8,1015.1,control,same,shape1_no_change2,1,none,9
shape2,no_change3,8,74,different,1,606.9,control,same,shape2_no_change3,0,none,9
shape8,concave_area2,8,75,different,9,823.1,control,different,shape8_concave_area2,1,concave,9
